lr-AdamW,step,train_loss_phi,train_loss_psi,train_loss_omega,train_loss_tau,train_loss_CA:C:1N,train_loss_C:1N:1CA,train_loss_A,train_loss_R,train_loss_N,train_loss_D,train_loss_C,train_loss_Q,train_loss_E,train_loss_G,train_loss_H,train_loss_I,train_loss_L,train_loss_K,train_loss_M,train_loss_F,train_loss_P,train_loss_S,train_loss_T,train_loss_W,train_loss_Y,train_loss_V,train_loss_-,train_loss,epoch,val_loss_phi,val_loss_psi,val_loss_omega,val_loss_tau,val_loss_CA:C:1N,val_loss_C:1N:1CA,val_loss_A,val_loss_R,val_loss_N,val_loss_D,val_loss_C,val_loss_Q,val_loss_E,val_loss_G,val_loss_H,val_loss_I,val_loss_L,val_loss_K,val_loss_M,val_loss_F,val_loss_P,val_loss_S,val_loss_T,val_loss_W,val_loss_Y,val_loss_V,val_loss_-,val_loss
,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6813802123069763,0.7039409279823303,0.6544008255004883,0.6506261825561523,0.6187178492546082,0.6837517619132996,0.4582827687263489,0.43293526768684387,0.46743184328079224,0.43027329444885254,0.41468891501426697,0.44280973076820374,0.4249168038368225,0.4183778166770935,0.42097747325897217,0.42908650636672974,0.4843671917915344,0.44521769881248474,0.48863789439201355,0.43821924924850464,0.4188903868198395,0.46657824516296387,0.4291987717151642,0.44915106892585754,0.4235038459300995,0.4596344232559204,0.4351798892021179,0.4915251135826111
1.5000000000000002e-07,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1199,0.6939418911933899,0.7065132856369019,0.6245542168617249,0.6664726734161377,0.6536224484443665,0.6632246375083923,0.4361916184425354,0.4658409655094147,0.5028403401374817,0.46007803082466125,0.3823358118534088,0.42897650599479675,0.39778217673301697,0.38304901123046875,0.378499835729599,0.4092482626438141,0.5117471814155579,0.41500988602638245,0.516956090927124,0.4088429808616638,0.4492383599281311,0.4671227037906647,0.4419148564338684,0.4676629304885864,0.4359147846698761,0.44367948174476624,0.44454649090766907,0.4909558594226837,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1399,0.7027192711830139,0.636451005935669,0.6292965412139893,0.6364048719406128,0.5859771370887756,0.6913937926292419,0.4215478301048279,0.41270071268081665,0.41942745447158813,0.4347250759601593,0.3735528886318207,0.42750802636146545,0.4090399146080017,0.41382431983947754,0.41140320897102356,0.3932446539402008,0.45836660265922546,0.4412745535373688,0.46920135617256165,0.39746609330177307,0.4298548996448517,0.4652310609817505,0.39828211069107056,0.4551745653152466,0.4120546877384186,0.43961378931999207,0.41305726766586304,0.4732886552810669,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.662857174873352,0.6916053295135498,0.635081946849823,0.6226677298545837,0.5784021615982056,0.6622166633605957,0.42979201674461365,0.40485572814941406,0.4456246793270111,0.40156373381614685,0.38041937351226807,0.41789817810058594,0.39867162704467773,0.3971596658229828,0.39258086681365967,0.41352492570877075,0.4498952627182007,0.4181461036205292,0.45437368750572205,0.40996450185775757,0.3952524662017822,0.4469507038593292,0.39901986718177795,0.4228587746620178,0.39070016145706177,0.4309142827987671,0.41137993335723877,0.4653473496437073
2.0000000000000002e-07,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1599,0.6325281262397766,0.6846747994422913,0.6084848642349243,0.6406241655349731,0.5906103253364563,0.6217102408409119,0.42682570219039917,0.4053354263305664,0.4374254047870636,0.3902096450328827,0.39441078901290894,0.3610959053039551,0.4100760817527771,0.3922988474369049,0.4220219552516937,0.3850722908973694,0.42803606390953064,0.4084685146808624,0.4478635787963867,0.38892894983291626,0.40703678131103516,0.4273085594177246,0.3886171579360962,0.4365142285823822,0.3921715319156647,0.413705050945282,0.4153182804584503,0.45768052339553833,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1799,0.624489426612854,0.6926279067993164,0.5679579973220825,0.6010592579841614,0.5630096793174744,0.5981472730636597,0.38436785340309143,0.38484469056129456,0.40877461433410645,0.40299028158187866,0.3802189528942108,0.38489046692848206,0.36656686663627625,0.37821054458618164,0.37332725524902344,0.42366084456443787,0.4606524109840393,0.38998380303382874,0.42334863543510437,0.40695375204086304,0.39430275559425354,0.4442738890647888,0.36554375290870667,0.42955419421195984,0.3659116327762604,0.40696948766708374,0.39382028579711914,0.4450540244579315,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.6220648288726807,0.6745176315307617,0.5975131392478943,0.5845057964324951,0.5394443869590759,0.6323933005332947,0.4001200795173645,0.3798006772994995,0.4203745424747467,0.3811834454536438,0.356911838054657,0.39032015204429626,0.3745783865451813,0.3713420331478119,0.3658442795276642,0.38072627782821655,0.42436954379081726,0.38983163237571716,0.42668336629867554,0.37289735674858093,0.37131887674331665,0.4185265004634857,0.3647558391094208,0.3872344195842743,0.35796332359313965,0.40019938349723816,0.38562533259391785,0.4359646737575531
2.5000000000000004e-07,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1999,0.6166990995407104,0.6266137361526489,0.5939301252365112,0.5824501514434814,0.5057315230369568,0.6198680996894836,0.3937278985977173,0.35612472891807556,0.4218861758708954,0.38530483841896057,0.35142630338668823,0.38955190777778625,0.3652037978172302,0.36652544140815735,0.35353395342826843,0.36125823855400085,0.4076947867870331,0.38474464416503906,0.4318648874759674,0.39285796880722046,0.39531296491622925,0.39699670672416687,0.3329329490661621,0.36668816208839417,0.37604326009750366,0.3869551718235016,0.38432368636131287,0.4276389479637146,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2199,0.5771390199661255,0.6547611951828003,0.5862624049186707,0.5626454949378967,0.48440122604370117,0.6063964366912842,0.34960731863975525,0.3152204155921936,0.40595531463623047,0.371315062046051,0.3309500515460968,0.3317984640598297,0.3588956892490387,0.3673488199710846,0.33486977219581604,0.3892337679862976,0.3822726309299469,0.38398128747940063,0.36960360407829285,0.3380947411060333,0.3426331877708435,0.37932464480400085,0.335795134305954,0.38564157485961914,0.33504432439804077,0.3649232089519501,0.36140909790992737,0.40761202573776245,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.5980829000473022,0.6569103598594666,0.5489604473114014,0.5392387509346008,0.4849964380264282,0.5915859937667847,0.3632805645465851,0.34630534052848816,0.384805828332901,0.3450509011745453,0.31908461451530457,0.34502607583999634,0.35086560249328613,0.3464988172054291,0.32410407066345215,0.3496682047843933,0.398674339056015,0.35855305194854736,0.3886624276638031,0.340535968542099,0.33622145652770996,0.3912738561630249,0.32990899682044983,0.3454991281032562,0.32141849398612976,0.36844852566719055,0.34739425778388977,0.4007799029350281
3.0000000000000004e-07,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2399,0.6340944170951843,0.6915536522865295,0.5583403706550598,0.5274723768234253,0.48967477679252625,0.586484968662262,0.3600631356239319,0.317565381526947,0.34788811206817627,0.36641547083854675,0.30642998218536377,0.3408869802951813,0.34594646096229553,0.35477712750434875,0.3218335509300232,0.33550727367401123,0.3720015585422516,0.3515775501728058,0.36248981952667236,0.3469366431236267,0.32687029242515564,0.36043959856033325,0.3192984163761139,0.354089617729187,0.32586395740509033,0.35219818353652954,0.3371615707874298,0.3960689306259155,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2599,0.5720854997634888,0.6666017770767212,0.5236861705780029,0.5484817624092102,0.4543410539627075,0.5596369504928589,0.3130568563938141,0.3365224301815033,0.3650330901145935,0.355538934469223,0.28799229860305786,0.33564549684524536,0.34120410680770874,0.3320201337337494,0.31392109394073486,0.3343256413936615,0.36180078983306885,0.32372650504112244,0.34233859181404114,0.29899507761001587,0.3236314356327057,0.35065561532974243,0.29573652148246765,0.29866743087768555,0.28657516837120056,0.333354115486145,0.31416624784469604,0.37665706872940063,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.5691314339637756,0.6443996429443359,0.4946317970752716,0.49180296063423157,0.4262056052684784,0.5480976104736328,0.3162739872932434,0.3039311468601227,0.35489436984062195,0.3172623813152313,0.27777889370918274,0.30655989050865173,0.3147962689399719,0.3085016906261444,0.2902202904224396,0.31071653962135315,0.3598451614379883,0.3234669268131256,0.33796319365501404,0.2949509620666504,0.29643407464027405,0.3575323820114136,0.2911488115787506,0.30783727765083313,0.26654037833213806,0.32574498653411865,0.3113456666469574,0.36103761196136475
3.5000000000000004e-07,2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2799,0.554219126701355,0.6382704973220825,0.47676870226860046,0.47402477264404297,0.3992455005645752,0.5205968022346497,0.29426097869873047,0.2811225950717926,0.35508251190185547,0.32801032066345215,0.26680925488471985,0.3158693313598633,0.3153289258480072,0.29424595832824707,0.266090452671051,0.3007735311985016,0.3513198494911194,0.3205392062664032,0.3494219481945038,0.2910071909427643,0.29185035824775696,0.35020962357521057,0.29955074191093445,0.3146922290325165,0.27644509077072144,0.3256213366985321,0.29831191897392273,0.3536921739578247,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2999,0.4894173741340637,0.619678795337677,0.4262380301952362,0.477123886346817,0.4004535973072052,0.47548791766166687,0.279945433139801,0.2812246084213257,0.33136582374572754,0.252473384141922,0.2282935529947281,0.2626914083957672,0.2564868927001953,0.28101015090942383,0.2620044946670532,0.3010447919368744,0.29812997579574585,0.29055100679397583,0.26720619201660156,0.26596465706825256,0.2600170969963074,0.3004770278930664,0.24849514663219452,0.2666730284690857,0.2131325751543045,0.2817145884037018,0.2750505805015564,0.31823524832725525,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.5404751300811768,0.6285448670387268,0.4292815625667572,0.4303668737411499,0.3606742322444916,0.5007269382476807,0.283953458070755,0.27360427379608154,0.3172842860221863,0.2806027829647064,0.23990951478481293,0.26526492834091187,0.29083460569381714,0.2810032069683075,0.24882802367210388,0.2751583755016327,0.3271426856517792,0.2848365306854248,0.29095396399497986,0.25187385082244873,0.2634231746196747,0.3235172629356384,0.2534441351890564,0.2603941559791565,0.22834555804729462,0.2895337641239166,0.27014318108558655,0.3218563497066498
4.0000000000000003e-07,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3199,0.5752764940261841,0.637945294380188,0.379321426153183,0.41982796788215637,0.3448607623577118,0.518284022808075,0.2729472517967224,0.25856301188468933,0.3174522817134857,0.25035980343818665,0.22488999366760254,0.2766578197479248,0.27989307045936584,0.28440287709236145,0.23863516747951508,0.2765255570411682,0.3073224425315857,0.2774913012981415,0.24640245735645294,0.23607094585895538,0.24813230335712433,0.32921090722084045,0.23525796830654144,0.23907187581062317,0.21013562381267548,0.2831583619117737,0.2606896758079529,0.31217730045318604,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.5096951127052307,0.6230599880218506,0.35677966475486755,0.3587521016597748,0.2881097197532654,0.4384876489639282,0.2411365658044815,0.23000860214233398,0.2811540961265564,0.24365893006324768,0.19938017427921295,0.2306644320487976,0.25290873646736145,0.24152110517024994,0.21285493671894073,0.23509377241134644,0.28369617462158203,0.24821911752223969,0.2451951950788498,0.2105116844177246,0.22654180228710175,0.2846352458000183,0.20807212591171265,0.2164658010005951,0.18699440360069275,0.2504703402519226,0.227135568857193,0.27893346548080444
4.5e-07,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3399,0.5435984134674072,0.6075837016105652,0.40077880024909973,0.38464516401290894,0.3222406804561615,0.4604989290237427,0.26785537600517273,0.2659229636192322,0.30459102988243103,0.2641254663467407,0.20693066716194153,0.22088496387004852,0.23320531845092773,0.2607322931289673,0.20493607223033905,0.24275417625904083,0.3107123076915741,0.26337820291519165,0.2507394552230835,0.23349948227405548,0.23050515353679657,0.2972911298274994,0.22692717611789703,0.23640386760234833,0.2114182859659195,0.25108399987220764,0.22764089703559875,0.29373642802238464,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3599,0.45371606945991516,0.6468827128410339,0.31336554884910583,0.34228968620300293,0.2386554628610611,0.38659951090812683,0.22075052559375763,0.22563661634922028,0.23694725334644318,0.22734785079956055,0.16846945881843567,0.20133815705776215,0.24980534613132477,0.21019884943962097,0.18239563703536987,0.212739497423172,0.2369747906923294,0.22050873935222626,0.20480699837207794,0.18797488510608673,0.19262923300266266,0.2458312213420868,0.19756610691547394,0.1884242445230484,0.15820376574993134,0.2350824624300003,0.1861397922039032,0.250788152217865,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.49041301012039185,0.6122696995735168,0.2886102795600891,0.28384754061698914,0.22458969056606293,0.3679015338420868,0.2086581587791443,0.19800852239131927,0.2475045621395111,0.21542423963546753,0.16551557183265686,0.1936289221048355,0.22702224552631378,0.21574974060058594,0.18062293529510498,0.20563769340515137,0.25405094027519226,0.21473270654678345,0.1995270848274231,0.18051265180110931,0.1898648887872696,0.2476976066827774,0.17936962842941284,0.18287469446659088,0.1572001576423645,0.22031167149543762,0.18837490677833557,0.24221928417682648
5.000000000000001e-07,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3799,0.5277681350708008,0.6843602657318115,0.29544657468795776,0.3047351837158203,0.24776120483875275,0.38056859374046326,0.20711226761341095,0.21776644885540009,0.26449912786483765,0.24228735268115997,0.1730029135942459,0.22187122702598572,0.2532790005207062,0.22445927560329437,0.177714541554451,0.18458686769008636,0.26967546343803406,0.22877396643161774,0.22062654793262482,0.18328404426574707,0.18602044880390167,0.2744835317134857,0.20234845578670502,0.1923738718032837,0.16545222699642181,0.24401643872261047,0.2338220328092575,0.25955912470817566,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3999,0.4686547517776489,0.5880505442619324,0.28044000267982483,0.24749775230884552,0.21471241116523743,0.3099428713321686,0.19938571751117706,0.19626501202583313,0.22389687597751617,0.19913716614246368,0.15830540657043457,0.1798505038022995,0.20295658707618713,0.19370104372501373,0.19297464191913605,0.20075909793376923,0.2476806938648224,0.21649955213069916,0.17420731484889984,0.16834016144275665,0.1724935621023178,0.2097831666469574,0.16678069531917572,0.17589955031871796,0.1457105278968811,0.2160077691078186,0.18098105490207672,0.2270708978176117,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.4663539528846741,0.6071416735649109,0.22742627561092377,0.2163069248199463,0.17057055234909058,0.2944624722003937,0.18305331468582153,0.1670718491077423,0.21100370585918427,0.1850125938653946,0.13460904359817505,0.16537638008594513,0.2016599327325821,0.18643353879451752,0.1479981690645218,0.17267361283302307,0.22103053331375122,0.18502922356128693,0.15906071662902832,0.14710062742233276,0.16823554039001465,0.21271169185638428,0.15068203210830688,0.1429186314344406,0.13374073803424835,0.1838076114654541,0.1506875455379486,0.2071169763803482
5.5e-07,4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4199,0.4844183921813965,0.6328414082527161,0.26427051424980164,0.27060776948928833,0.21513205766677856,0.3167421817779541,0.2115280032157898,0.18921668827533722,0.20567668974399567,0.2043604552745819,0.1297699362039566,0.1631225198507309,0.20381863415241241,0.19399911165237427,0.17196711897850037,0.18225809931755066,0.23831626772880554,0.21447120606899261,0.1636311262845993,0.17743569612503052,0.17234821617603302,0.23248454928398132,0.17179222404956818,0.16932351887226105,0.1520397961139679,0.18866930902004242,0.1680556684732437,0.2254924774169922,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4399,0.5237669348716736,0.6175615787506104,0.22106096148490906,0.23265552520751953,0.16689971089363098,0.24975164234638214,0.2060023695230484,0.17687714099884033,0.18897134065628052,0.18211598694324493,0.13296915590763092,0.19571952521800995,0.21588273346424103,0.18999998271465302,0.13910658657550812,0.17500336468219757,0.22037936747074127,0.18699902296066284,0.18067209422588348,0.14773280918598175,0.15211966633796692,0.22033289074897766,0.16307230293750763,0.12831352651119232,0.14095228910446167,0.20264248549938202,0.1621224582195282,0.21184013783931732,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.45285049080848694,0.598960816860199,0.17471474409103394,0.1585730016231537,0.1350642889738083,0.2167406678199768,0.15814252197742462,0.14058049023151398,0.1749495267868042,0.15731340646743774,0.10585111379623413,0.13682377338409424,0.17478904128074646,0.1538742482662201,0.1207347884774208,0.1473034769296646,0.19150178134441376,0.15836802124977112,0.1258859485387802,0.120130255818367,0.13678745925426483,0.1798359751701355,0.13056522607803345,0.11414405703544617,0.1107044368982315,0.15799547731876373,0.11754725128412247,0.17595307528972626
6.000000000000001e-07,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4599,0.5217731595039368,0.6682212948799133,0.2146926373243332,0.19796811044216156,0.18866507709026337,0.24391208589076996,0.18132969737052917,0.16971559822559357,0.21726715564727783,0.17498040199279785,0.14938588440418243,0.18736736476421356,0.18860812485218048,0.18033285439014435,0.12590131163597107,0.18553714454174042,0.22318479418754578,0.17152339220046997,0.14122985303401947,0.16599074006080627,0.1625732034444809,0.20198459923267365,0.14683204889297485,0.13271716237068176,0.125899076461792,0.1990744024515152,0.1385907083749771,0.2076021432876587,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4799,0.4435395896434784,0.575339674949646,0.19319717586040497,0.20365531742572784,0.15494850277900696,0.20682038366794586,0.16982601583003998,0.14417393505573273,0.1770944595336914,0.1556195169687271,0.1017284244298935,0.11897795647382736,0.17039044201374054,0.15654368698596954,0.12777560949325562,0.15672080218791962,0.21356545388698578,0.15645278990268707,0.12208352982997894,0.1319292187690735,0.13683563470840454,0.17475159466266632,0.13211965560913086,0.11593487858772278,0.13440543413162231,0.1889604777097702,0.11133178323507309,0.18054524064064026,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.43784579634666443,0.5973681807518005,0.1618989109992981,0.13712714612483978,0.12089724838733673,0.16431358456611633,0.15027819573879242,0.12473171949386597,0.14918288588523865,0.1427830457687378,0.09508484601974487,0.12379666417837143,0.16076697409152985,0.14231321215629578,0.10310427844524384,0.13478469848632812,0.17676034569740295,0.1405782252550125,0.10384182631969452,0.10996746271848679,0.12349864840507507,0.15820027887821198,0.1201048493385315,0.09683355689048767,0.10105367004871368,0.1406289041042328,0.09683216363191605,0.15979917347431183
6.5e-07,4875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4999,0.44238412380218506,0.6472140550613403,0.18532879650592804,0.14831025898456573,0.14339852333068848,0.1770094335079193,0.15321452915668488,0.11169370263814926,0.16236625611782074,0.14181524515151978,0.10352436453104019,0.12898869812488556,0.14675678312778473,0.13523992896080017,0.10396665334701538,0.13538946211338043,0.16563047468662262,0.14320573210716248,0.11575370281934738,0.10855678468942642,0.1158985048532486,0.15747475624084473,0.10887637734413147,0.10298444330692291,0.10391630232334137,0.1444367617368698,0.10132776945829391,0.16424675285816193,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5199,0.4886738061904907,0.6131301522254944,0.19661806523799896,0.18546845018863678,0.18175366520881653,0.18204522132873535,0.16691282391548157,0.13444261252880096,0.1665513962507248,0.15181632339954376,0.10862169414758682,0.12525001168251038,0.17260514199733734,0.14570389688014984,0.12650775909423828,0.16860559582710266,0.18157927691936493,0.15248221158981323,0.10661084204912186,0.14286170899868011,0.11613966524600983,0.16917648911476135,0.12247739732265472,0.12059883028268814,0.13399486243724823,0.1633353978395462,0.11196473240852356,0.17910844087600708,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.4161052107810974,0.5871607065200806,0.14273232221603394,0.11709678918123245,0.11018110066652298,0.12585614621639252,0.13241206109523773,0.10717268288135529,0.12224797904491425,0.11830480396747589,0.079075388610363,0.1013704314827919,0.13600485026836395,0.1181497648358345,0.08671508729457855,0.11512816697359085,0.15230850875377655,0.11961789429187775,0.08456450700759888,0.09707503765821457,0.10392928123474121,0.12830106914043427,0.1017613336443901,0.0782938078045845,0.08616092056035995,0.12088329344987869,0.07350342720746994,0.13933749496936798
7.000000000000001e-07,5250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5399,0.44209638237953186,0.593840479850769,0.19555073976516724,0.1547204703092575,0.16147194802761078,0.16695448756217957,0.1347343474626541,0.12720392644405365,0.15333081781864166,0.1321396827697754,0.10491710901260376,0.12650421261787415,0.1592138409614563,0.14300966262817383,0.10981965810060501,0.16339890658855438,0.1861329823732376,0.14761897921562195,0.12338104844093323,0.13981302082538605,0.12683716416358948,0.15746968984603882,0.12252088636159897,0.10780566185712814,0.10246217250823975,0.15603286027908325,0.10163012892007828,0.16817079484462738,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5599,0.44434669613838196,0.6291871070861816,0.1803041249513626,0.16058380901813507,0.15674784779548645,0.1605827659368515,0.14972302317619324,0.12965445220470428,0.12303425371646881,0.14567449688911438,0.0979159027338028,0.11542684584856033,0.132285475730896,0.13121576607227325,0.10386984050273895,0.13269101083278656,0.15415795147418976,0.12141989171504974,0.10940921306610107,0.09195366501808167,0.13425330817699432,0.14460869133472443,0.10547243803739548,0.09892504662275314,0.11788058280944824,0.15499575436115265,0.08177091181278229,0.15955892205238342,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
