lr-AdamW,step,train_loss_phi,train_loss_psi,train_loss_omega,train_loss_tau,train_loss_CA:C:1N,train_loss_C:1N:1CA,train_loss_A,train_loss_R,train_loss_N,train_loss_D,train_loss_C,train_loss_Q,train_loss_E,train_loss_G,train_loss_H,train_loss_I,train_loss_L,train_loss_K,train_loss_M,train_loss_F,train_loss_P,train_loss_S,train_loss_T,train_loss_W,train_loss_Y,train_loss_V,train_loss_-,train_loss,epoch,val_loss_phi,val_loss_psi,val_loss_omega,val_loss_tau,val_loss_CA:C:1N,val_loss_C:1N:1CA,val_loss_A,val_loss_R,val_loss_N,val_loss_D,val_loss_C,val_loss_Q,val_loss_E,val_loss_G,val_loss_H,val_loss_I,val_loss_L,val_loss_K,val_loss_M,val_loss_F,val_loss_P,val_loss_S,val_loss_T,val_loss_W,val_loss_Y,val_loss_V,val_loss_-,val_loss
,37799,0.2920483350753784,0.41281619668006897,0.08773334324359894,0.048674073070287704,0.03859126940369606,0.052258849143981934,0.05368856340646744,0.032772962003946304,0.04151102527976036,0.04695863276720047,0.020969927310943604,0.04282500594854355,0.059417594224214554,0.04865458607673645,0.022672226652503014,0.04321812465786934,0.06581170856952667,0.051033973693847656,0.020076796412467957,0.03250861167907715,0.024643365293741226,0.05224453657865524,0.03851304203271866,0.025083934888243675,0.038822781294584274,0.05525422841310501,0.013192718848586082,0.06525912880897522,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.28204935789108276,0.39460763335227966,0.0770704448223114,0.03876210004091263,0.02384798973798752,0.028852440416812897,0.03832089900970459,0.030409613624215126,0.024884123355150223,0.03239845484495163,0.015627356246113777,0.024185027927160263,0.03672117739915848,0.031589575111866,0.018282264471054077,0.03170749545097351,0.04174567759037018,0.03175881505012512,0.016220372170209885,0.02446768805384636,0.025329872965812683,0.032170649617910385,0.029665401205420494,0.01455721352249384,0.023383233696222305,0.035506948828697205,0.006293158512562513,0.05223759263753891
5.050000000000001e-06,37875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37999,0.2976417541503906,0.4179162085056305,0.05814974755048752,0.037418413907289505,0.02960216999053955,0.03095167875289917,0.04541284218430519,0.05554784834384918,0.03350721672177315,0.031943898648023605,0.017571117728948593,0.028636468574404716,0.033387694507837296,0.047266509383916855,0.023552363738417625,0.03580204024910927,0.04720109701156616,0.048248399049043655,0.019183943048119545,0.02450464852154255,0.026750804856419563,0.039768341928720474,0.039655957370996475,0.013894129544496536,0.031030280515551567,0.03904612734913826,0.011330855078995228,0.05796009674668312,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38199,0.2974734306335449,0.43443652987480164,0.08850687742233276,0.05993935838341713,0.04408819228410721,0.04104882478713989,0.045070748776197433,0.045828137546777725,0.031246015802025795,0.04386027529835701,0.02999194525182247,0.039946649223566055,0.05119466036558151,0.04436197504401207,0.024199524894356728,0.05470556393265724,0.05086987465620041,0.04967941716313362,0.03140611946582794,0.0322510190308094,0.036919571459293365,0.03689853474497795,0.049999166280031204,0.019885221496224403,0.02740749716758728,0.041427578777074814,0.01534449402242899,0.06548100709915161,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,0.27609726786613464,0.39436259865760803,0.07720769196748734,0.04002537950873375,0.02349916473031044,0.029408372938632965,0.03741622716188431,0.028242867439985275,0.02567283622920513,0.0319829061627388,0.015721531584858894,0.02497326396405697,0.03597361966967583,0.031692035496234894,0.01858266443014145,0.031199436634778976,0.04217416048049927,0.03143206611275673,0.016184724867343903,0.02476491965353489,0.02404060587286949,0.032358936965465546,0.028419166803359985,0.01523347944021225,0.022156428545713425,0.03477559611201286,0.0064048864878714085,0.05185196176171303
5.1e-06,38250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38399,0.29753366112709045,0.42214667797088623,0.11705110967159271,0.06514143943786621,0.05131366848945618,0.05245291069149971,0.054606933146715164,0.04362601786851883,0.04255608469247818,0.04084423929452896,0.024901965633034706,0.03632397949695587,0.039000120013952255,0.046817947179079056,0.032020166516304016,0.043677542358636856,0.06408664584159851,0.04385969787836075,0.024515360593795776,0.039540521800518036,0.03626137599349022,0.047257691621780396,0.05669001117348671,0.028801364824175835,0.04373857006430626,0.0506247878074646,0.016551995649933815,0.06896083801984787,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38599,0.2608642578125,0.3489559590816498,0.06851885467767715,0.045088980346918106,0.032724522054195404,0.03316905349493027,0.03569147363305092,0.02901087887585163,0.03147021308541298,0.02885972149670124,0.019506283104419708,0.025525007396936417,0.03890131041407585,0.03443990647792816,0.02050548791885376,0.042184967547655106,0.04939863085746765,0.03976166993379593,0.02065252885222435,0.040660202503204346,0.02871026284992695,0.036660224199295044,0.03690934181213379,0.019671304151415825,0.0270688533782959,0.03661360219120979,0.012394852004945278,0.053478457033634186,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0.2792883515357971,0.3914945125579834,0.08009501546621323,0.041386380791664124,0.025524459779262543,0.02920333668589592,0.038253188133239746,0.02871391363441944,0.02529427409172058,0.03226925805211067,0.015991361811757088,0.024779310449957848,0.033245451748371124,0.03107033483684063,0.018118346109986305,0.03012141026556492,0.04245774447917938,0.03181389719247818,0.01628284342586994,0.024775424972176552,0.02475588209927082,0.03127312287688255,0.029783101752400398,0.014033358544111252,0.022964850068092346,0.03505213186144829,0.005928928963840008,0.05199889838695526
5.15e-06,38625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38799,0.319589227437973,0.4276665449142456,0.10838963836431503,0.06435500085353851,0.04245050251483917,0.05022520199418068,0.04466372728347778,0.04199041798710823,0.028686221688985825,0.038356710225343704,0.02066570147871971,0.030818840488791466,0.04464014247059822,0.04276084154844284,0.026277637109160423,0.03856786713004112,0.05537186935544014,0.040864694863557816,0.023590074852108955,0.046650808304548264,0.041938696056604385,0.043284766376018524,0.03983830660581589,0.019237790256738663,0.029774857684969902,0.05193034186959267,0.014564831741154194,0.06582041829824448,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38999,0.2726590037345886,0.39267048239707947,0.08404472470283508,0.04424849897623062,0.030094558373093605,0.03328096494078636,0.04324004054069519,0.04445500299334526,0.02642601728439331,0.03584464639425278,0.024428436532616615,0.03041297383606434,0.0373159721493721,0.03768186643719673,0.014969336800277233,0.04689022898674011,0.04855464771389961,0.04574708268046379,0.02184906229376793,0.02907417342066765,0.02103389985859394,0.03556273132562637,0.03288617730140686,0.02090812660753727,0.019418545067310333,0.052014388144016266,0.01041446439921856,0.05689355731010437,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0.28227028250694275,0.390569269657135,0.07978823035955429,0.039659347385168076,0.023623919114470482,0.02992258034646511,0.037987325340509415,0.029248759150505066,0.026401463896036148,0.03258311003446579,0.015314338728785515,0.02425994910299778,0.034816570580005646,0.031786318868398666,0.01810338720679283,0.032460857182741165,0.04196835309267044,0.031101809814572334,0.015673518180847168,0.024383023381233215,0.024675479158759117,0.032140035182237625,0.03036552295088768,0.014604912139475346,0.022632790729403496,0.03559684380888939,0.006244839169085026,0.05215492844581604
5.2e-06,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39199,0.34535905718803406,0.44205430150032043,0.10266700387001038,0.05894668772816658,0.041740257292985916,0.039252348244190216,0.047000713646411896,0.050650689750909805,0.03432966023683548,0.05981535464525223,0.01971207745373249,0.03387521207332611,0.05554281547665596,0.04371747747063637,0.024833858013153076,0.037979934364557266,0.06115110591053963,0.04334276169538498,0.022107133641839027,0.038570303469896317,0.02688947506248951,0.044400233775377274,0.04836525395512581,0.023883137851953506,0.03413809835910797,0.0443621464073658,0.016824938356876373,0.06820414960384369,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0.2770930528640747,0.3857201039791107,0.07894035428762436,0.03872611001133919,0.022664885967969894,0.02764943055808544,0.03575912490487099,0.02850758470594883,0.02349741756916046,0.03123568557202816,0.014184675179421902,0.022923285141587257,0.034124430269002914,0.030084112659096718,0.017972271889448166,0.03094709850847721,0.0415179543197155,0.030048975721001625,0.014359096065163612,0.024242360144853592,0.02383144199848175,0.03044562041759491,0.02767469920217991,0.013110463507473469,0.022024767473340034,0.03415001928806305,0.005504013039171696,0.05062735825777054
5.25e-06,39375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39399,0.34735774993896484,0.46527037024497986,0.13977518677711487,0.0843006893992424,0.06358835846185684,0.0725073292851448,0.05942990258336067,0.05697283521294594,0.04335469380021095,0.05360333248972893,0.04642223194241524,0.04639431834220886,0.05309613421559334,0.05575387924909592,0.04547025263309479,0.06660616397857666,0.06487291306257248,0.06232640519738197,0.04122810438275337,0.04592476785182953,0.04911918565630913,0.05764211714267731,0.04181640222668648,0.035997431725263596,0.04517251253128052,0.05042155086994171,0.030625399202108383,0.08240927010774612,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39599,0.28585249185562134,0.4173673093318939,0.08345510810613632,0.047611940652132034,0.03132760524749756,0.04408383369445801,0.048104677349328995,0.040892593562603,0.027897195890545845,0.045227158814668655,0.023499174043536186,0.03655242174863815,0.05495186895132065,0.030443038791418076,0.018112143501639366,0.03229096904397011,0.04006971791386604,0.033623553812503815,0.03061576746404171,0.025921087712049484,0.04379134997725487,0.02981356531381607,0.03809146210551262,0.02466638758778572,0.023899180814623833,0.045169051736593246,0.013427414000034332,0.05987992510199547,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0.27022936940193176,0.3825536370277405,0.07686474174261093,0.03698933124542236,0.023196110501885414,0.027722610160708427,0.035136666148900986,0.027405206114053726,0.024389196187257767,0.031916145235300064,0.01406656764447689,0.023809829726815224,0.033927302807569504,0.02989787608385086,0.017163459211587906,0.030626483261585236,0.04160917550325394,0.031645625829696655,0.014083062298595905,0.02386295795440674,0.02422870323061943,0.030128637328743935,0.02744549885392189,0.013427440077066422,0.022234879434108734,0.033608365803956985,0.005429946351796389,0.05013328790664673
5.3e-06,39750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39799,0.30282387137413025,0.44558238983154297,0.10207013040781021,0.073465496301651,0.048146799206733704,0.05344906076788902,0.052069250494241714,0.044765349477529526,0.04098876938223839,0.03899523988366127,0.019733333960175514,0.035161785781383514,0.04815688356757164,0.04278223589062691,0.02239602990448475,0.04475695639848709,0.07503198832273483,0.042011406272649765,0.028523411601781845,0.0354648120701313,0.045913733541965485,0.04724441096186638,0.05681929364800453,0.024669190868735313,0.028254466131329536,0.05614962801337242,0.020065603777766228,0.06946264952421188,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39999,0.30270522832870483,0.4077407121658325,0.07216433435678482,0.04820301756262779,0.03174055367708206,0.03529037535190582,0.04627356305718422,0.03968341276049614,0.028309259563684464,0.03358126059174538,0.019775884225964546,0.03848552703857422,0.03969849646091461,0.04735489934682846,0.027876390144228935,0.03436775878071785,0.04426701366901398,0.036235831677913666,0.0202159583568573,0.03164209425449371,0.03347497060894966,0.04016757756471634,0.02758708782494068,0.022158971056342125,0.03147923946380615,0.04381956160068512,0.012037483043968678,0.05912357568740845,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0.2781575918197632,0.38920819759368896,0.0779072567820549,0.03897145017981529,0.02305513620376587,0.027708619832992554,0.03678615018725395,0.028725363314151764,0.02422349341213703,0.032156866043806076,0.014733570627868176,0.02330096997320652,0.0340178981423378,0.03124137781560421,0.01776035875082016,0.030781395733356476,0.04125956445932388,0.030913781374692917,0.014668852090835571,0.023341305553913116,0.023917846381664276,0.03157045692205429,0.028713025152683258,0.012811116874217987,0.02187347412109375,0.03360956534743309,0.005626734346151352,0.05100153014063835
5.3500000000000004e-06,40125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40199,0.3515484631061554,0.4696706235408783,0.10361471772193909,0.056650400161743164,0.04331059008836746,0.04617523029446602,0.05656870827078819,0.04307573661208153,0.04519044607877731,0.0430346354842186,0.03067745454609394,0.048504460602998734,0.06380549818277359,0.051380157470703125,0.03295506536960602,0.04675498977303505,0.05413486436009407,0.048473019152879715,0.029219819232821465,0.03645044565200806,0.041141971945762634,0.04744036868214607,0.05219867452979088,0.03228260576725006,0.03421306610107422,0.05141622573137283,0.015354971401393414,0.07315715402364731,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40399,0.3118225634098053,0.40179866552352905,0.11035586148500443,0.08661763370037079,0.060798246413469315,0.06473631411790848,0.04993864521384239,0.05600928142666817,0.051017601042985916,0.046210382133722305,0.030010534450411797,0.045047417283058167,0.05428095534443855,0.03453267738223076,0.03974677994847298,0.04963994771242142,0.05808667466044426,0.059008922427892685,0.03902626410126686,0.04953427612781525,0.03737297281622887,0.05795563757419586,0.040798820555210114,0.030342765152454376,0.039696309715509415,0.05087219551205635,0.021481039002537727,0.07321257144212723,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0.26929622888565063,0.3855501115322113,0.07516779005527496,0.038270559161901474,0.021836986765265465,0.02703726291656494,0.035741955041885376,0.02741369791328907,0.024981535971164703,0.029820606112480164,0.01413008850067854,0.02277327887713909,0.03514399006962776,0.02938307262957096,0.01731220632791519,0.03033721260726452,0.040402065962553024,0.029461387544870377,0.014174788258969784,0.02262052334845066,0.022884121164679527,0.029227975755929947,0.02880305051803589,0.013140848837792873,0.021628722548484802,0.033442962914705276,0.005506514105945826,0.049832940101623535
5.4e-06,40500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40599,0.3149798810482025,0.3841712176799774,0.09877492487430573,0.06769122183322906,0.052783235907554626,0.046186093240976334,0.05229869857430458,0.05183010175824165,0.02921310067176819,0.0504564568400383,0.023059185594320297,0.03294989839196205,0.05618293955922127,0.05546388775110245,0.03188924118876457,0.03806678578257561,0.059762172400951385,0.04090515896677971,0.02823583595454693,0.054423559457063675,0.03931834176182747,0.03427627310156822,0.03249496594071388,0.024623949080705643,0.04200353845953941,0.04636762663722038,0.020063020288944244,0.06698042154312134,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40799,0.33284416794776917,0.4416990280151367,0.11651623249053955,0.06971999257802963,0.0463530607521534,0.06216834858059883,0.05195029079914093,0.037481848150491714,0.04294853284955025,0.04622867703437805,0.029681053012609482,0.04090893268585205,0.0504947304725647,0.040704309940338135,0.03519849851727486,0.058564186096191406,0.056190021336078644,0.04000759869813919,0.03015126846730709,0.03526294231414795,0.03139100596308708,0.05091623589396477,0.04324387386441231,0.037763942033052444,0.04148397222161293,0.054139841347932816,0.02236485853791237,0.07208805531263351,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,0.28326231241226196,0.3954359292984009,0.07912234961986542,0.041686803102493286,0.02377447672188282,0.02927006036043167,0.036636386066675186,0.02726360224187374,0.02515781857073307,0.03149950131773949,0.01573273167014122,0.023791072890162468,0.03310561180114746,0.031538739800453186,0.01721113920211792,0.03154642507433891,0.04189673438668251,0.03113805130124092,0.014929364435374737,0.023701021447777748,0.023616040125489235,0.03023407608270645,0.028732063248753548,0.013841265812516212,0.021340014412999153,0.035617075860500336,0.005627686157822609,0.051729943603277206
5.45e-06,40875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40999,0.3065270483493805,0.4041517972946167,0.07065919786691666,0.04665040224790573,0.04208366945385933,0.041019294410943985,0.06467415392398834,0.039641547948122025,0.02838207595050335,0.04135916009545326,0.027388619258999825,0.03184611350297928,0.054759491235017776,0.04395868256688118,0.02471282333135605,0.046001631766557693,0.0510694719851017,0.04017765820026398,0.026203306391835213,0.030543437227606773,0.036569736897945404,0.035481084138154984,0.035502877086400986,0.02343524992465973,0.025425918400287628,0.042107172310352325,0.014592687599360943,0.0620342381298542,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41199,0.26805344223976135,0.386113703250885,0.0941520556807518,0.05046825855970383,0.04064713045954704,0.04373536631464958,0.05127677693963051,0.032351620495319366,0.0283768642693758,0.03260951489210129,0.02047121711075306,0.02920006774365902,0.038553912192583084,0.03548908233642578,0.028837041929364204,0.038443781435489655,0.04327284172177315,0.04317069053649902,0.039199862629175186,0.04447095841169357,0.03237010911107063,0.03332129865884781,0.04373174533247948,0.024208704009652138,0.027727745473384857,0.033868610858917236,0.013909210450947285,0.059186361730098724,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0.2687745988368988,0.3762768507003784,0.0787137821316719,0.04030657932162285,0.02313564158976078,0.02789853699505329,0.036040451377630234,0.0291516724973917,0.02412709966301918,0.030721573159098625,0.0142020583152771,0.02242685668170452,0.034395914524793625,0.03066546842455864,0.016643960028886795,0.030275531113147736,0.041331857442855835,0.02926827222108841,0.01405289862304926,0.023788606747984886,0.02305782586336136,0.03045874834060669,0.02707839198410511,0.013563912361860275,0.02060593292117119,0.03188951686024666,0.006141198333352804,0.049814578145742416
5.500000000000001e-06,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41399,0.2593225836753845,0.3746553659439087,0.072980135679245,0.03983308747410774,0.03507976606488228,0.0353190079331398,0.03475211188197136,0.03426491096615791,0.03091324307024479,0.02964841015636921,0.016741812229156494,0.024050433188676834,0.028672482818365097,0.043497249484062195,0.022199401631951332,0.03001532331109047,0.0284153763204813,0.03729834035038948,0.013822865672409534,0.027110984548926353,0.029237428680062294,0.029035823419690132,0.0253752451390028,0.015533712692558765,0.023350249975919724,0.03623487427830696,0.021074287593364716,0.05179387331008911,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41599,0.2682819068431854,0.40811386704444885,0.08870979398488998,0.07200870662927628,0.040652383118867874,0.04876191169023514,0.055304426699876785,0.035449106246232986,0.04189136251807213,0.04658060893416405,0.031323809176683426,0.031444914638996124,0.04564864933490753,0.04364173486828804,0.036414314061403275,0.04223284125328064,0.05316203460097313,0.032679107040166855,0.02668311633169651,0.03423859551548958,0.03278784081339836,0.04161964729428291,0.03923473879694939,0.02797400951385498,0.03268555551767349,0.04248810559511185,0.01644074358046055,0.06357236206531525,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,0.27334269881248474,0.3867274820804596,0.07480017095804214,0.03689771890640259,0.021961774677038193,0.026213228702545166,0.035972949117422104,0.028404930606484413,0.02440214902162552,0.03072923608124256,0.013129716739058495,0.023927263915538788,0.03418820723891258,0.030715368688106537,0.016696633771061897,0.030151622369885445,0.04216950759291649,0.031040988862514496,0.014409162104129791,0.02271507866680622,0.02398391254246235,0.029591819271445274,0.02838500216603279,0.013909715227782726,0.021187566220760345,0.03363121673464775,0.004801895469427109,0.05015137046575546
5.55e-06,41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41799,0.26298224925994873,0.430041640996933,0.09449508786201477,0.05052696540951729,0.04574726149439812,0.0450848825275898,0.04718180373311043,0.03154067322611809,0.02628510817885399,0.03566872328519821,0.018027134239673615,0.03935897350311279,0.0378541499376297,0.033861830830574036,0.02819930575788021,0.028943415731191635,0.043661825358867645,0.05268549919128418,0.022078556939959526,0.02862733043730259,0.03096010908484459,0.03479421138763428,0.02926757000386715,0.01777937449514866,0.028639188036322594,0.03903733193874359,0.013177415356040001,0.05912991240620613,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41999,0.26911935210227966,0.37435343861579895,0.08575685322284698,0.053441327065229416,0.04186232015490532,0.05488713085651398,0.037852708250284195,0.023331519216299057,0.026720939204096794,0.05138922855257988,0.02142299711704254,0.028951676562428474,0.05907801166176796,0.04743298143148422,0.022517792880535126,0.03182435408234596,0.07188955694437027,0.041496168822050095,0.022307809442281723,0.03584637865424156,0.03594987094402313,0.04607226699590683,0.025309741497039795,0.02756526507437229,0.046134427189826965,0.036478206515312195,0.01745092310011387,0.060609009116888046,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0.2750609219074249,0.38719645142555237,0.07698751986026764,0.037305161356925964,0.02187575399875641,0.027153415605425835,0.036044202744960785,0.02957739494740963,0.02447638288140297,0.029369456693530083,0.013105105608701706,0.022414183244109154,0.03414274379611015,0.029559923335909843,0.01600794866681099,0.02941194735467434,0.03981566056609154,0.02941388078033924,0.014019210822880268,0.02450157143175602,0.023001600056886673,0.03048618696630001,0.027704738080501556,0.01331507507711649,0.019999220967292786,0.03301086276769638,0.00504327705129981,0.04999998211860657
5.600000000000001e-06,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42199,0.2521616816520691,0.3976556658744812,0.055575013160705566,0.04547895863652229,0.028473516926169395,0.038644496351480484,0.048620179295539856,0.044642478227615356,0.035426754504442215,0.04380156472325325,0.023094486445188522,0.025577910244464874,0.0374995619058609,0.029213177040219307,0.028767473995685577,0.04723740369081497,0.046476997435092926,0.0369599387049675,0.021957725286483765,0.030459845438599586,0.026339402422308922,0.05134514719247818,0.030842158943414688,0.01461568009108305,0.02229427732527256,0.05396270006895065,0.010841289535164833,0.05659131705760956,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,0.2772403061389923,0.39052852988243103,0.07902836799621582,0.03844869136810303,0.02226101979613304,0.028750019147992134,0.03653118014335632,0.027439409866929054,0.023704519495368004,0.03153326362371445,0.014910534024238586,0.022747477516531944,0.03366004675626755,0.03018813207745552,0.01667902059853077,0.030116546899080276,0.03913986682891846,0.030069900676608086,0.014169907197356224,0.02184303291141987,0.02323061414062977,0.02981143444776535,0.026308273896574974,0.01319673378020525,0.02067009173333645,0.034962061792612076,0.005587166640907526,0.050472453236579895
5.65e-06,42375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42399,0.298272043466568,0.4744817018508911,0.0715683251619339,0.04089651629328728,0.029403749853372574,0.049119725823402405,0.044041942805051804,0.0363285206258297,0.04479316249489784,0.04648185521364212,0.029058920219540596,0.041524216532707214,0.05228431895375252,0.03989681601524353,0.026688069105148315,0.047692615538835526,0.03753369674086571,0.03766210377216339,0.02293516881763935,0.031499478965997696,0.0426565483212471,0.036410894244909286,0.03519550338387489,0.031239841133356094,0.03273480385541916,0.03718932345509529,0.03896824270486832,0.06505770981311798,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42599,0.2324627786874771,0.4060420095920563,0.0695054829120636,0.03884195163846016,0.029639406129717827,0.04015897214412689,0.030228065326809883,0.03671139478683472,0.0351303406059742,0.03526584059000015,0.024653935804963112,0.029103610664606094,0.0354888029396534,0.03251763433218002,0.022754838690161705,0.025630058720707893,0.041336074471473694,0.047846872359514236,0.01615128666162491,0.02755458652973175,0.03088904730975628,0.03482073172926903,0.037849221378564835,0.018419945612549782,0.02929326891899109,0.040353793650865555,0.015787266194820404,0.05423841252923012,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,0.2724376320838928,0.3804989159107208,0.0807822048664093,0.0389920137822628,0.023223847150802612,0.02886921912431717,0.036982208490371704,0.028972912579774857,0.025064939633011818,0.03154241293668747,0.014120632782578468,0.024087322875857353,0.034119170159101486,0.03043845295906067,0.01660042814910412,0.03085479512810707,0.04000169411301613,0.028708605095744133,0.014991285279393196,0.02370402216911316,0.023222489282488823,0.03095243126153946,0.02825361117720604,0.012681831605732441,0.021551623940467834,0.03369271382689476,0.005455978214740753,0.05040012300014496
5.7000000000000005e-06,42750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42799,0.2684330940246582,0.4107302725315094,0.0753980204463005,0.044167060405015945,0.03447449952363968,0.03479890152812004,0.04051472619175911,0.03615150228142738,0.02545858733355999,0.031283751130104065,0.028018508106470108,0.0198979452252388,0.04449924826622009,0.03056042455136776,0.028048643842339516,0.03063010238111019,0.042571764439344406,0.03487815335392952,0.015876922756433487,0.03375038877129555,0.03674427047371864,0.03709007799625397,0.029047155752778053,0.018204281106591225,0.02251940779387951,0.040336351841688156,0.01094626821577549,0.05574186146259308,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42999,0.2746066153049469,0.39606010913848877,0.08200260996818542,0.04157888889312744,0.03243651241064072,0.03632187843322754,0.044503103941679,0.051935743540525436,0.03552316501736641,0.05741177871823311,0.01918480545282364,0.030841171741485596,0.04096250608563423,0.03653253614902496,0.031055616214871407,0.033924151211977005,0.05462019890546799,0.031140917912125587,0.02646511234343052,0.03330549970269203,0.03240339830517769,0.03271484375,0.032995760440826416,0.019405726343393326,0.02714301459491253,0.04408201202750206,0.011424359865486622,0.05891044810414314,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0.2743576765060425,0.3797912299633026,0.07316842675209045,0.03464865684509277,0.020329352468252182,0.02527935616672039,0.03627833351492882,0.027748074382543564,0.023276740685105324,0.02984892949461937,0.01331594679504633,0.02222190797328949,0.03448193892836571,0.029875392094254494,0.016127435490489006,0.029172521084547043,0.039311639964580536,0.029670313000679016,0.013964818790555,0.023384567350149155,0.021948393434286118,0.02926214039325714,0.026871738955378532,0.013131874613463879,0.02101111225783825,0.03399768844246864,0.004891227465122938,0.04916175454854965
5.750000000000001e-06,43125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43199,0.3180840313434601,0.433724045753479,0.10423824936151505,0.07034993171691895,0.042122237384319305,0.06304572522640228,0.057989995926618576,0.04013366997241974,0.042497411370277405,0.04460836946964264,0.026443732902407646,0.036799874156713486,0.040895070880651474,0.04556809738278389,0.03799207881093025,0.0502142459154129,0.05447269603610039,0.04322756454348564,0.032353904098272324,0.03733042627573013,0.03084888681769371,0.04295291379094124,0.03673235699534416,0.02704799175262451,0.03765787556767464,0.04282759875059128,0.016845161095261574,0.06877792626619339,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
