lr-AdamW,step,train_loss_phi,train_loss_psi,train_loss_omega,train_loss_tau,train_loss_CA:C:1N,train_loss_C:1N:1CA,train_loss,epoch,val_loss_phi,val_loss_psi,val_loss_omega,val_loss_tau,val_loss_CA:C:1N,val_loss_C:1N:1CA,val_loss
,563,,,,,,,,5,0.3572576344013214,0.5144888162612915,0.20977607369422913,0.1927906572818756,0.1874406784772873,0.19263793528079987,0.2757319509983063
1.8e-06,564,,,,,,,,,,,,,,,
,657,0.3767186105251312,0.5438925623893738,0.23818881809711456,0.20345571637153625,0.20960916578769684,0.20815782248973846,0.29667046666145325,6,,,,,,,
,657,,,,,,,,6,0.35723185539245605,0.5076808333396912,0.20769502222537994,0.1869877129793167,0.18562987446784973,0.18604132533073425,0.27187779545783997
2.1e-06,658,,,,,,,,,,,,,,,
,751,0.3511214256286621,0.4913841187953949,0.20149607956409454,0.18597370386123657,0.17500992119312286,0.1927194893360138,0.26628410816192627,7,,,,,,,
,751,,,,,,,,7,0.34598201513290405,0.49738240242004395,0.19183720648288727,0.1761445254087448,0.17252707481384277,0.17059142887592316,0.25907742977142334
2.4e-06,752,,,,,,,,,,,,,,,
,845,0.3820740580558777,0.48711755871772766,0.20684270560741425,0.19296441972255707,0.17209212481975555,0.1972332000732422,0.27305400371551514,8,,,,,,,
,845,,,,,,,,8,0.3444129228591919,0.4829912483692169,0.18868589401245117,0.16813747584819794,0.1650501936674118,0.17092446982860565,0.25336703658103943
2.6999999999999996e-06,846,,,,,,,,,,,,,,,
,939,0.3541410565376282,0.4933629035949707,0.19505475461483002,0.16840197145938873,0.17174646258354187,0.1745752990245819,0.25954708456993103,9,,,,,,,
,939,,,,,,,,9,0.34434449672698975,0.4844733476638794,0.18341194093227386,0.16073399782180786,0.1579298973083496,0.15915779769420624,0.24834193289279938
2.9999999999999997e-06,940,,,,,,,,,,,,,,,
,1033,0.325359970331192,0.4625090956687927,0.19061608612537384,0.16607241332530975,0.17459821701049805,0.17519180476665497,0.24905793368816376,10,,,,,,,
,1033,,,,,,,,10,0.33963656425476074,0.4696112275123596,0.18251803517341614,0.16022978723049164,0.15115122497081757,0.1551138162612915,0.243043452501297
3.2999999999999993e-06,1034,,,,,,,,,,,,,,,
,1127,0.3559827208518982,0.4830339550971985,0.19104330241680145,0.16559137403964996,0.16505180299282074,0.173695906996727,0.2557331919670105,11,,,,,,,
,1127,,,,,,,,11,0.33768489956855774,0.4623279869556427,0.17221668362617493,0.15268531441688538,0.14393310248851776,0.14879867434501648,0.23627445101737976
3.6e-06,1128,,,,,,,,,,,,,,,
,1221,0.3405606746673584,0.4565943777561188,0.1895998865365982,0.16790136694908142,0.1618662327528,0.1680368036031723,0.24742655456066132,12,,,,,,,
,1221,,,,,,,,12,0.3348883390426636,0.45572134852409363,0.17008869349956512,0.14662888646125793,0.13948193192481995,0.1433166116476059,0.23168762028217316
3.899999999999999e-06,1222,,,,,,,,,,,,,,,
,1315,0.32557037472724915,0.4798888862133026,0.15836535394191742,0.13462063670158386,0.14154306054115295,0.13459132611751556,0.22909662127494812,13,,,,,,,
,1315,,,,,,,,13,0.3273780345916748,0.44053953886032104,0.1604769229888916,0.13867603242397308,0.1329776644706726,0.13395139575004578,0.22233326733112335
4.2e-06,1316,,,,,,,,,,,,,,,
,1409,0.3325869143009186,0.4535883367061615,0.1694822609424591,0.14177203178405762,0.1244460791349411,0.1345476508140564,0.22607052326202393,14,,,,,,,
,1409,,,,,,,,14,0.32603615522384644,0.44245806336402893,0.161996528506279,0.1334379017353058,0.12517733871936798,0.13000771403312683,0.2198522835969925
4.499999999999999e-06,1410,,,,,,,,,,,,,,,
,1503,0.3161657452583313,0.4650595784187317,0.15593095123767853,0.1373721808195114,0.13017484545707703,0.13405244052410126,0.22312596440315247,15,,,,,,,
,1503,,,,,,,,15,0.3208407759666443,0.44462278485298157,0.14852218329906464,0.12341412156820297,0.11337188631296158,0.11721052974462509,0.21133039891719818
4.8e-06,1504,,,,,,,,,,,,,,,
,1597,0.2996184229850769,0.43626874685287476,0.15492326021194458,0.12956476211547852,0.11305034905672073,0.1162014752626419,0.20827117562294006,16,,,,,,,
,1597,,,,,,,,16,0.32669946551322937,0.4471431374549866,0.14559489488601685,0.11886487901210785,0.1079317107796669,0.11412538588047028,0.21005992591381073
5.1e-06,1598,,,,,,,,,,,,,,,
,1691,0.3379974961280823,0.453368216753006,0.16650792956352234,0.138474240899086,0.126297727227211,0.13853268325328827,0.2268630564212799,17,,,,,,,
,1691,,,,,,,,17,0.3211369514465332,0.4404483437538147,0.14279170334339142,0.1124686449766159,0.10367473214864731,0.10620167851448059,0.2044537216424942
5.399999999999999e-06,1692,,,,,,,,,,,,,,,
,1785,0.3236384093761444,0.4343208074569702,0.14178872108459473,0.1218826025724411,0.10795548558235168,0.11927314847707748,0.2081432044506073,18,,,,,,,
,1785,,,,,,,,18,0.30639734864234924,0.43024778366088867,0.13026779890060425,0.0996004194021225,0.08895019441843033,0.0931716114282608,0.1914392113685608
5.7e-06,1786,,,,,,,,,,,,,,,
,1879,0.3223022222518921,0.4500202536582947,0.15532563626766205,0.09590627998113632,0.0964939221739769,0.10463336855173111,0.20411363244056702,19,,,,,,,
,1879,,,,,,,,19,0.31577199697494507,0.4355577826499939,0.12367754429578781,0.08942071348428726,0.07646444439888,0.08359544724225998,0.18741467595100403
5.999999999999999e-06,1880,,,,,,,,,,,,,,,
,1973,0.31761929392814636,0.41601109504699707,0.12370568513870239,0.09020882844924927,0.08643221855163574,0.0840095728635788,0.1863311231136322,20,,,,,,,
,1973,,,,,,,,20,0.3029046952724457,0.42373088002204895,0.1132323369383812,0.07517793774604797,0.06397479772567749,0.06996739655733109,0.1748313307762146
6.3e-06,1974,,,,,,,,,,,,,,,
,2067,0.32780566811561584,0.4651292860507965,0.1385796070098877,0.08924993127584457,0.0791715681552887,0.08527132868766785,0.19753456115722656,21,,,,,,,
,2067,,,,,,,,21,0.3014258146286011,0.41604334115982056,0.09802475571632385,0.06042389199137688,0.04844849929213524,0.05191713944077492,0.1627139151096344
6.599999999999999e-06,2068,,,,,,,,,,,,,,,
,2161,0.34731850028038025,0.4253753423690796,0.12233343720436096,0.0980130210518837,0.07558875530958176,0.08069762587547302,0.191554456949234,22,,,,,,,
,2161,,,,,,,,22,0.28844308853149414,0.40739014744758606,0.09028448164463043,0.05191776528954506,0.04135684296488762,0.046552445739507675,0.15432412922382355
6.899999999999999e-06,2162,,,,,,,,,,,,,,,
,2255,0.29862987995147705,0.4287952482700348,0.10179740190505981,0.07551201432943344,0.07193005084991455,0.0769176334142685,0.17559704184532166,23,,,,,,,
,2255,,,,,,,,23,0.2858958840370178,0.4068494737148285,0.08971384912729263,0.04850267246365547,0.038154494017362595,0.043502241373062134,0.15210311114788055
7.2e-06,2256,,,,,,,,,,,,,,,
,2349,0.2938246726989746,0.41587749123573303,0.10909830778837204,0.07970745116472244,0.0645989403128624,0.07249321788549423,0.17260003089904785,24,,,,,,,
,2349,,,,,,,,24,0.28591635823249817,0.39948439598083496,0.08648815751075745,0.052072424441576004,0.04148491099476814,0.04701269418001175,0.15207649767398834
7.499999999999999e-06,2350,,,,,,,,,,,,,,,
,2443,0.28379690647125244,0.4030900001525879,0.1121816337108612,0.07868005335330963,0.06780090183019638,0.0793401226401329,0.17081493139266968,25,,,,,,,
,2443,,,,,,,,25,0.2840389907360077,0.4019634425640106,0.08407789468765259,0.046243634074926376,0.036103371530771255,0.03862328082323074,0.1485084444284439
7.799999999999998e-06,2444,,,,,,,,,,,,,,,
,2537,0.28595176339149475,0.4068860411643982,0.10262756794691086,0.06496112048625946,0.05943060666322708,0.06013263761997223,0.16333162784576416,26,,,,,,,
,2537,,,,,,,,26,0.28062474727630615,0.3941294252872467,0.08436603099107742,0.045547470450401306,0.034833915531635284,0.039049096405506134,0.14642512798309326
8.099999999999999e-06,2538,,,,,,,,,,,,,,,
,2631,0.2568916082382202,0.35039371252059937,0.10015551000833511,0.06479942798614502,0.05953575670719147,0.06425104290246964,0.14933782815933228,27,,,,,,,
,2631,,,,,,,,27,0.27909034490585327,0.400221586227417,0.08286561071872711,0.04421966150403023,0.03378878906369209,0.03713119029998779,0.14621952176094055
8.4e-06,2632,,,,,,,,,,,,,,,
,2725,0.2934076189994812,0.40211594104766846,0.11206519603729248,0.07842893153429031,0.06948084384202957,0.06862783432006836,0.1706877201795578,28,,,,,,,
,2725,,,,,,,,28,0.28110796213150024,0.39492112398147583,0.08459556847810745,0.04384264722466469,0.032650724053382874,0.037714190781116486,0.14580537378787994
8.7e-06,2726,,,,,,,,,,,,,,,
,2819,0.2630707919597626,0.39387059211730957,0.11771818995475769,0.07315132021903992,0.06325595080852509,0.06839986890554428,0.16324445605278015,29,,,,,,,
,2819,,,,,,,,29,0.2733221650123596,0.3938817083835602,0.07944263517856598,0.04148072004318237,0.02964514121413231,0.03330453857779503,0.141846165060997
8.999999999999999e-06,2820,,,,,,,,,,,,,,,
,2913,0.2813335955142975,0.37220674753189087,0.10671890527009964,0.05631963163614273,0.049348387867212296,0.05441781133413315,0.15339085459709167,30,,,,,,,
,2913,,,,,,,,30,0.2712717354297638,0.37884610891342163,0.08107968419790268,0.04371017962694168,0.03144599124789238,0.03569311276078224,0.1403411328792572
9.299999999999999e-06,2914,,,,,,,,,,,,,,,
,3007,0.29071035981178284,0.38964009284973145,0.09395302832126617,0.060751304030418396,0.05215270072221756,0.05604786053299904,0.15720921754837036,31,,,,,,,
,3007,,,,,,,,31,0.2710942029953003,0.37345683574676514,0.08169323205947876,0.04314972832798958,0.030364038422703743,0.03514249995350838,0.13915006816387177
9.6e-06,3008,,,,,,,,,,,,,,,
,3101,0.2820385992527008,0.3685319423675537,0.0817812830209732,0.04976962134242058,0.040028370916843414,0.045431945472955704,0.14459696412086487,32,,,,,,,
,3101,,,,,,,,32,0.26820990443229675,0.37401071190834045,0.07948064059019089,0.04322175309062004,0.030816275626420975,0.03457295149564743,0.13838538527488708
9.9e-06,3102,,,,,,,,,,,,,,,
,3195,0.308831125497818,0.37857648730278015,0.09291893988847733,0.056221164762973785,0.05178717523813248,0.05921658128499985,0.15792524814605713,33,,,,,,,
,3195,,,,,,,,33,0.2711285352706909,0.370793879032135,0.07955056428909302,0.04135299101471901,0.028019694611430168,0.03353510797023773,0.13739679753780365
1.02e-05,3196,,,,,,,,,,,,,,,
,3289,0.26443397998809814,0.36227965354919434,0.0935724526643753,0.04728015884757042,0.037399858236312866,0.04173307120800018,0.14111652970314026,34,,,,,,,
,3289,,,,,,,,34,0.2650011479854584,0.3635806441307068,0.07867229729890823,0.04094186797738075,0.02835945598781109,0.03433710336685181,0.13514874875545502
1.05e-05,3290,,,,,,,,,,,,,,,
,3383,0.28604185581207275,0.3874087333679199,0.09811500459909439,0.05672024190425873,0.045478831976652145,0.055269479751586914,0.15483902394771576,35,,,,,,,
,3383,,,,,,,,35,0.2671568691730499,0.3563210070133209,0.07541559636592865,0.03796102851629257,0.025271030142903328,0.02906472608447075,0.13186505436897278
1.0799999999999998e-05,3384,,,,,,,,,,,,,,,
,3477,0.29551517963409424,0.38552767038345337,0.09900835901498795,0.05658578500151634,0.057296667248010635,0.05598418787121773,0.1583196371793747,36,,,,,,,
,3477,,,,,,,,36,0.27111297845840454,0.35866037011146545,0.08071804791688919,0.04111417382955551,0.026387257501482964,0.03165420889854431,0.13494117558002472
1.1099999999999999e-05,3478,,,,,,,,,,,,,,,
,3571,0.29560089111328125,0.3941161334514618,0.1072905957698822,0.07134537398815155,0.050878364592790604,0.05882582440972328,0.16300952434539795,37,,,,,,,
,3571,,,,,,,,37,0.2636025547981262,0.34673118591308594,0.07811649143695831,0.03923354670405388,0.02677522972226143,0.03199521452188492,0.13107571005821228
1.14e-05,3572,,,,,,,,,,,,,,,
,3665,0.245038241147995,0.3449322581291199,0.08261366933584213,0.043313853442668915,0.03632694482803345,0.041379064321517944,0.13226734101772308,38,,,,,,,
,3665,,,,,,,,38,0.2676742374897003,0.343422532081604,0.07661690562963486,0.0390942208468914,0.025871338322758675,0.03090198151767254,0.13059687614440918
1.17e-05,3666,,,,,,,,,,,,,,,
,3759,0.30966129899024963,0.3482368290424347,0.09095051139593124,0.05725092813372612,0.04707181081175804,0.05419725179672241,0.15122811496257782,39,,,,,,,
,3759,,,,,,,,39,0.2576546370983124,0.334979772567749,0.07586031407117844,0.036732450127601624,0.02413812093436718,0.02810237556695938,0.12624460458755493
1.1999999999999999e-05,3760,,,,,,,,,,,,,,,
,3853,0.2868480682373047,0.35340970754623413,0.10044253617525101,0.05624747648835182,0.04816284030675888,0.052645523101091385,0.14962603151798248,40,,,,,,,
,3853,,,,,,,,40,0.261420339345932,0.33334270119667053,0.07634389400482178,0.03787252679467201,0.025119425728917122,0.029188979417085648,0.12721467018127441
1.2299999999999999e-05,3854,,,,,,,,,,,,,,,
,3947,0.2621747553348541,0.3529508113861084,0.08085687458515167,0.04609047994017601,0.03610624745488167,0.03950927034020424,0.13628140091896057,41,,,,,,,
,3947,,,,,,,,41,0.26416778564453125,0.34097278118133545,0.0785197764635086,0.03797837719321251,0.02592218481004238,0.030370721593499184,0.12965525686740875
1.26e-05,3948,,,,,,,,,,,,,,,
,4041,0.2559387981891632,0.3375067710876465,0.09848271310329437,0.06107555329799652,0.040932152420282364,0.05243218317627907,0.14106136560440063,42,,,,,,,
,4041,,,,,,,,42,0.2628004848957062,0.33633682131767273,0.07923717796802521,0.038539621978998184,0.025015495717525482,0.030233681201934814,0.12869387865066528
1.2899999999999998e-05,4042,,,,,,,,,,,,,,,
,4135,0.2712133228778839,0.34684741497039795,0.07663314789533615,0.04176516458392143,0.03153248503804207,0.03483851999044418,0.1338050216436386,43,,,,,,,
,4135,,,,,,,,43,0.26172786951065063,0.33368685841560364,0.07515833526849747,0.03677549585700035,0.022410139441490173,0.02823757380247116,0.12633271515369415
1.3199999999999997e-05,4136,,,,,,,,,,,,,,,
,4229,0.2740524113178253,0.34023207426071167,0.08201853185892105,0.04892226681113243,0.03331216424703598,0.03715609386563301,0.13594892621040344,44,,,,,,,
,4229,,,,,,,,44,0.262552410364151,0.3261445462703705,0.07286589592695236,0.03722180798649788,0.023246295750141144,0.026651708409190178,0.12478044629096985
1.3499999999999998e-05,4230,,,,,,,,,,,,,,,
,4323,0.26846277713775635,0.343453586101532,0.07590828835964203,0.05017901584506035,0.038220617920160294,0.03726482763886452,0.13558152318000793,45,,,,,,,
,4323,,,,,,,,45,0.2642524838447571,0.3331568241119385,0.08328080922365189,0.03962935507297516,0.02576413005590439,0.029473865404725075,0.12925958633422852
1.3799999999999998e-05,4324,,,,,,,,,,,,,,,
,4417,0.2781520485877991,0.3547601103782654,0.10858727991580963,0.06321641802787781,0.050929103046655655,0.0519026443362236,0.1512579321861267,46,,,,,,,
,4417,,,,,,,,46,0.25898224115371704,0.3298420011997223,0.07388971745967865,0.03594856336712837,0.02202284336090088,0.025875253602862358,0.12442676723003387
1.4099999999999999e-05,4418,,,,,,,,,,,,,,,
,4511,0.26411134004592896,0.3502698838710785,0.09704504162073135,0.062308602035045624,0.04506160691380501,0.056476347148418427,0.14587882161140442,47,,,,,,,
,4511,,,,,,,,47,0.2616026699542999,0.32754749059677124,0.08057636767625809,0.040043022483587265,0.024093110114336014,0.03042781725525856,0.12738174200057983
1.44e-05,4512,,,,,,,,,,,,,,,
,4605,0.2510213851928711,0.32022789120674133,0.08270484954118729,0.04049757495522499,0.033046334981918335,0.03740843012928963,0.12748442590236664,48,,,,,,,
,4605,,,,,,,,48,0.2573718726634979,0.32801172137260437,0.0791798084974289,0.03875676542520523,0.02551240846514702,0.028934992849826813,0.1262945830821991
1.47e-05,4606,,,,,,,,,,,,,,,
,4699,0.2702871263027191,0.3542577028274536,0.0970897302031517,0.04792134836316109,0.042654603719711304,0.040960412472486496,0.14219515025615692,49,,,,,,,
,4699,,,,,,,,49,0.251447468996048,0.32032206654548645,0.07428231835365295,0.036016110330820084,0.021164419129490852,0.02674773335456848,0.12166334688663483
1.4999999999999999e-05,4700,,,,,,,,,,,,,,,
,4793,0.26229918003082275,0.3498859703540802,0.08869016915559769,0.042467955499887466,0.0352916419506073,0.03840763121843338,0.13617375493049622,50,,,,,,,
,4793,,,,,,,,50,0.2606569826602936,0.32597580552101135,0.07498322427272797,0.036748241633176804,0.022418906912207603,0.027295086532831192,0.12467970699071884
1.53e-05,4794,,,,,,,,,,,,,,,
,4887,0.2604592740535736,0.34340280294418335,0.07020054757595062,0.03580092638731003,0.026555348187685013,0.02873549982905388,0.12752574682235718,51,,,,,,,
,4887,,,,,,,,51,0.25710219144821167,0.3206726610660553,0.0742192417383194,0.03713662549853325,0.02148475870490074,0.02727419137954712,0.12298162281513214
1.5599999999999996e-05,4888,,,,,,,,,,,,,,,
,4981,0.27004769444465637,0.324614942073822,0.06225281208753586,0.0510377362370491,0.03307638689875603,0.033455751836299896,0.1290808916091919,52,,,,,,,
,4981,,,,,,,,52,0.25445038080215454,0.319073885679245,0.07405547052621841,0.03629494830965996,0.02221430465579033,0.026598714292049408,0.1221146211028099
1.5899999999999997e-05,4982,,,,,,,,,,,,,,,
,5075,0.26010677218437195,0.32646310329437256,0.08028662949800491,0.045886799693107605,0.02902047336101532,0.03299928084015846,0.12912717461585999,53,,,,,,,
,5075,,,,,,,,53,0.25626638531684875,0.3240338861942291,0.07692059129476547,0.03872082009911537,0.02144697681069374,0.026868201792240143,0.1240428015589714
1.6199999999999997e-05,5076,,,,,,,,,,,,,,,
,5169,0.2673491835594177,0.326341450214386,0.08525559306144714,0.044540885835886,0.032206691801548004,0.036084599792957306,0.1319630742073059,54,,,,,,,
,5169,,,,,,,,54,0.25478488206863403,0.3178277313709259,0.07312121242284775,0.03699112311005592,0.022226305678486824,0.02725941874086857,0.12203510850667953
1.6499999999999998e-05,5170,,,,,,,,,,,,,,,
,5263,0.243831604719162,0.3157917261123657,0.09010535478591919,0.04510471969842911,0.03370294347405434,0.03719969093799591,0.12762266397476196,55,,,,,,,
,5263,,,,,,,,55,0.2617303729057312,0.3261829912662506,0.07982693612575531,0.03712542727589607,0.02267761155962944,0.026885755360126495,0.1257382035255432
1.68e-05,5264,,,,,,,,,,,,,,,
,5357,0.2207179069519043,0.30407190322875977,0.07195542752742767,0.04588159918785095,0.033434540033340454,0.03479589894413948,0.11847621202468872,56,,,,,,,
,5357,,,,,,,,56,0.2564305365085602,0.3254348635673523,0.07731262594461441,0.03743329644203186,0.021781854331493378,0.025835076346993446,0.12403804808855057
1.71e-05,5358,,,,,,,,,,,,,,,
,5451,0.2542560398578644,0.33084145188331604,0.0834515318274498,0.05635320022702217,0.044179920107126236,0.04974179342389107,0.13647066056728363,57,,,,,,,
,5451,,,,,,,,57,0.261966735124588,0.32627540826797485,0.07446284592151642,0.03878159075975418,0.021989015862345695,0.0270115714520216,0.12508119642734528
1.74e-05,5452,,,,,,,,,,,,,,,
,5545,0.2580876350402832,0.3459419012069702,0.06974302232265472,0.041387852281332016,0.027548225596547127,0.032664358615875244,0.1292288452386856,58,,,,,,,
,5545,,,,,,,,58,0.2516487240791321,0.3212268650531769,0.07647865265607834,0.03878062590956688,0.02171642705798149,0.026093557476997375,0.12265747040510178
1.7699999999999997e-05,5546,,,,,,,,,,,,,,,
,5639,0.2274877429008484,0.2969723641872406,0.058612409979104996,0.039166636765003204,0.028110399842262268,0.031394753605127335,0.11362405121326447,59,,,,,,,
,5639,,,,,,,,59,0.2573670446872711,0.3259058892726898,0.0792064219713211,0.03797448053956032,0.02116962894797325,0.02608954906463623,0.12461883574724197
1.7999999999999997e-05,5640,,,,,,,,,,,,,,,
,5733,0.2936329245567322,0.3549262285232544,0.08829327672719955,0.0510467104613781,0.03545597195625305,0.039353616535663605,0.1437847912311554,60,,,,,,,
,5733,,,,,,,,60,0.2567790746688843,0.3197052776813507,0.07321477681398392,0.03455571457743645,0.01928737759590149,0.024108074605464935,0.12127505242824554
1.8299999999999998e-05,5734,,,,,,,,,,,,,,,
,5827,0.24911810457706451,0.3357240557670593,0.08775089681148529,0.0512227937579155,0.03984491154551506,0.039454974234104156,0.13385263085365295,61,,,,,,,
,5827,,,,,,,,61,0.25563856959342957,0.32049328088760376,0.07370563596487045,0.03730091080069542,0.020894235000014305,0.02563718520104885,0.12227829545736313
1.8599999999999998e-05,5828,,,,,,,,,,,,,,,
,5921,0.2513164281845093,0.3296799063682556,0.08169723302125931,0.04803270474076271,0.04292623698711395,0.0428658202290535,0.13275305926799774,62,,,,,,,
,5921,,,,,,,,62,0.24201466143131256,0.30548277497291565,0.06811509281396866,0.032404206693172455,0.019494041800498962,0.02181565947830677,0.11488774418830872
1.89e-05,5922,,,,,,,,,,,,,,,
,6015,0.26896339654922485,0.31131264567375183,0.08936178684234619,0.05402134731411934,0.03753010183572769,0.04877922311425209,0.1349947452545166,63,,,,,,,
,6015,,,,,,,,63,0.2537171244621277,0.32030409574508667,0.0704169049859047,0.03429481014609337,0.019038628786802292,0.025092078372836113,0.12047728896141052
1.92e-05,6016,,,,,,,,,,,,,,,
,6109,0.2730777859687805,0.3188483715057373,0.07395579665899277,0.03696843981742859,0.027068061754107475,0.026242276653647423,0.12602679431438446,64,,,,,,,
,6109,,,,,,,,64,0.25212135910987854,0.31328466534614563,0.07471869885921478,0.03672817721962929,0.020221490412950516,0.024903351441025734,0.12032962590456009
1.95e-05,6110,,,,,,,,,,,,,,,
,6203,0.2472236156463623,0.3304331302642822,0.07771533727645874,0.04048515856266022,0.023981979116797447,0.02677801065146923,0.12443621456623077,65,,,,,,,
,6203,,,,,,,,65,0.25465983152389526,0.3207482695579529,0.07371018826961517,0.03549913316965103,0.020604347810149193,0.026226673275232315,0.12190807610750198
1.98e-05,6204,,,,,,,,,,,,,,,
,6297,0.2665870189666748,0.3073689937591553,0.07964316010475159,0.04219193756580353,0.039728425443172455,0.04161693528294563,0.12952275574207306,66,,,,,,,
,6297,,,,,,,,66,0.2506709694862366,0.31437474489212036,0.07849680632352829,0.0359906330704689,0.019073812291026115,0.023958256468176842,0.12042754143476486
2.01e-05,6298,,,,,,,,,,,,,,,
,6391,0.2458888590335846,0.2956008315086365,0.07921024411916733,0.041136693209409714,0.03094526194036007,0.033701904118061066,0.12108063697814941,67,,,,,,,
,6391,,,,,,,,67,0.2592417895793915,0.316996306180954,0.07775470614433289,0.03544330969452858,0.021500922739505768,0.02711329236626625,0.12300839275121689
2.04e-05,6392,,,,,,,,,,,,,,,
,6485,0.26191189885139465,0.3277566134929657,0.09365953505039215,0.049195464700460434,0.03492642194032669,0.03803159296512604,0.13424691557884216,68,,,,,,,
,6485,,,,,,,,68,0.24676840007305145,0.31156623363494873,0.07305389642715454,0.03339405730366707,0.018939966335892677,0.023292362689971924,0.11783581227064133
2.07e-05,6486,,,,,,,,,,,,,,,
,6579,0.2675030529499054,0.3331933915615082,0.08039127290248871,0.04356996342539787,0.02793274074792862,0.034597329795360565,0.1311979591846466,69,,,,,,,
,6579,,,,,,,,69,0.25299403071403503,0.3183286488056183,0.07530811429023743,0.03951302170753479,0.021767936646938324,0.026553925126791,0.12241094559431076
2.1e-05,6580,,,,,,,,,,,,,,,
,6673,0.278022825717926,0.36335861682891846,0.07869158685207367,0.0491567924618721,0.0369114875793457,0.03776422515511513,0.1406509280204773,70,,,,,,,
,6673,,,,,,,,70,0.2514072060585022,0.3168960511684418,0.07613547146320343,0.036485329270362854,0.019388003274798393,0.026366237550973892,0.12111306190490723
2.1299999999999996e-05,6674,,,,,,,,,,,,,,,
,6767,0.27676907181739807,0.31700703501701355,0.08813758939504623,0.053054191172122955,0.039306920021772385,0.04514060541987419,0.13656923174858093,71,,,,,,,
,6767,,,,,,,,71,0.25334104895591736,0.31305286288261414,0.07680701464414597,0.038882575929164886,0.021384207531809807,0.025522133335471153,0.12149830907583237
2.1599999999999996e-05,6768,,,,,,,,,,,,,,,
,6861,0.25615543127059937,0.3303149342536926,0.08733191341161728,0.05081532523036003,0.03588949143886566,0.04072137922048569,0.13353809714317322,72,,,,,,,
,6861,,,,,,,,72,0.24511733651161194,0.3085821866989136,0.07301056385040283,0.03504742309451103,0.01938704587519169,0.024083148688077927,0.11753794550895691
2.1899999999999997e-05,6862,,,,,,,,,,,,,,,
,6955,0.23955456912517548,0.3257370591163635,0.07185918092727661,0.03514673933386803,0.02901471219956875,0.0368957482278347,0.12303467839956284,73,,,,,,,
,6955,,,,,,,,73,0.2490127831697464,0.31990891695022583,0.07485544681549072,0.03583960980176926,0.019360831007361412,0.023293068632483482,0.12037844210863113
2.2199999999999998e-05,6956,,,,,,,,,,,,,,,
,7049,0.2692754864692688,0.33934158086776733,0.07334616035223007,0.03977634385228157,0.029166530817747116,0.03042365051805973,0.1302216351032257,74,,,,,,,
,7049,,,,,,,,74,0.25352153182029724,0.316987007856369,0.07566652446985245,0.03696347773075104,0.019691908732056618,0.023776549845933914,0.12110116332769394
2.2499999999999998e-05,7050,,,,,,,,,,,,,,,
,7143,0.24850863218307495,0.3188229501247406,0.06705722212791443,0.035758908838033676,0.030488496646285057,0.033340297639369965,0.12232941389083862,75,,,,,,,
,7143,,,,,,,,75,0.24322359263896942,0.3087705671787262,0.06992170214653015,0.032945308834314346,0.016794780269265175,0.022515203803777695,0.11569521576166153
2.28e-05,7144,,,,,,,,,,,,,,,
,7237,0.26741474866867065,0.3435458242893219,0.07759983837604523,0.04161527380347252,0.02798287197947502,0.03160114958882332,0.13162663578987122,76,,,,,,,
