lr-AdamW,step,train_loss_phi,train_loss_psi,train_loss_omega,train_loss_tau,train_loss_CA:C:1N,train_loss_C:1N:1CA,train_loss,epoch,val_loss_phi,val_loss_psi,val_loss_omega,val_loss_tau,val_loss_CA:C:1N,val_loss_C:1N:1CA,val_loss
,8663,,,,,,,,360,0.21282058954238892,0.26107046008110046,0.06656300276517868,0.030080970376729965,0.015374836511909962,0.021895958110690117,0.10130096971988678
0.000361,8664,,,,,,,,,,,,,,,
,8687,0.21110960841178894,0.25763416290283203,0.05870293453335762,0.028635608032345772,0.018869390711188316,0.024515746161341667,0.09991124272346497,361,,,,,,,
,8687,,,,,,,,361,0.22222717106342316,0.26353785395622253,0.06668414920568466,0.030109044164419174,0.015469755977392197,0.02038225531578064,0.10306837409734726
0.000362,8688,,,,,,,,,,,,,,,
,8711,0.20139198005199432,0.2605590522289276,0.0670185387134552,0.029290281236171722,0.016151195392012596,0.020882315933704376,0.0992155596613884,362,,,,,,,
,8711,,,,,,,,362,0.21702980995178223,0.26472926139831543,0.06141852214932442,0.027637695893645287,0.013713729567825794,0.019671520218253136,0.10070010274648666
0.000363,8712,,,,,,,,,,,,,,,
,8735,0.2292419821023941,0.2726573944091797,0.0810035690665245,0.04638044163584709,0.023764144629240036,0.035040874034166336,0.11468140780925751,363,,,,,,,
,8735,,,,,,,,363,0.21668866276741028,0.2694644629955292,0.061339814215898514,0.029453219845891,0.015124217607080936,0.02032320946455002,0.10206560045480728
0.000364,8736,,,,,,,,,,,,,,,
,8759,0.21258841454982758,0.26999935507774353,0.06238647922873497,0.027970435097813606,0.016751667484641075,0.021452851593494415,0.10185819864273071,364,,,,,,,
,8759,,,,,,,,364,0.21721136569976807,0.25811874866485596,0.06158265098929405,0.027370834723114967,0.013335282914340496,0.018377410247921944,0.09933271259069443
0.000365,8760,,,,,,,,,,,,,,,
,8783,0.22654090821743011,0.271523118019104,0.06597113609313965,0.03258403763175011,0.01833677850663662,0.024841776117682457,0.10663297027349472,365,,,,,,,
,8783,,,,,,,,365,0.21833935379981995,0.2678695321083069,0.06468227505683899,0.029406607151031494,0.015183326788246632,0.02111697942018509,0.10276634246110916
0.000366,8784,,,,,,,,,,,,,,,
,8807,0.20262983441352844,0.27408671379089355,0.0645129457116127,0.03211570531129837,0.014882644638419151,0.0215613953769207,0.1016315445303917,366,,,,,,,
,8807,,,,,,,,366,0.21728204190731049,0.2688584327697754,0.059639822691679,0.029603175818920135,0.016046496108174324,0.020739225670695305,0.10202819854021072
0.000367,8808,,,,,,,,,,,,,,,
,8831,0.21857327222824097,0.2636086344718933,0.06085959076881409,0.032579317688941956,0.01958496868610382,0.02912597544491291,0.10405530035495758,367,,,,,,,
,8831,,,,,,,,367,0.22200922667980194,0.2671947777271271,0.061733219772577286,0.029671920463442802,0.017772486433386803,0.0216202549636364,0.10333365201950073
0.000368,8832,,,,,,,,,,,,,,,
,8855,0.2318807989358902,0.2852030396461487,0.06981480121612549,0.0371827594935894,0.020249590277671814,0.027759622782468796,0.11201509833335876,368,,,,,,,
,8855,,,,,,,,368,0.21828508377075195,0.26820266246795654,0.060218602418899536,0.028513601049780846,0.01468487549573183,0.01841127499938011,0.10138601809740067
0.000369,8856,,,,,,,,,,,,,,,
,8879,0.22892068326473236,0.2722426950931549,0.06286855787038803,0.031250860542058945,0.016790024936199188,0.022876374423503876,0.10582487285137177,369,,,,,,,
,8879,,,,,,,,369,0.22017014026641846,0.2702494263648987,0.06274689733982086,0.030169585719704628,0.015571263618767262,0.01907532289624214,0.10299710929393768
0.00037,8880,,,,,,,,,,,,,,,
,8903,0.21855223178863525,0.2634444534778595,0.06517135351896286,0.028413185849785805,0.01583283767104149,0.022359682247042656,0.10229562222957611,370,,,,,,,
,8903,,,,,,,,370,0.21566443145275116,0.2630299925804138,0.061813075095415115,0.028213385492563248,0.015414268709719181,0.02092033252120018,0.10084258019924164
0.000371,8904,,,,,,,,,,,,,,,
,8927,0.22518746554851532,0.27435511350631714,0.07348202913999557,0.03769238293170929,0.018086427822709084,0.025097474455833435,0.10898348689079285,371,,,,,,,
,8927,,,,,,,,371,0.22168806195259094,0.2709592878818512,0.06672749668359756,0.033646754920482635,0.020309781655669212,0.02436947450041771,0.10628347843885422
0.000372,8928,,,,,,,,,,,,,,,
,8951,0.21806024014949799,0.26340821385383606,0.06540209800004959,0.030575158074498177,0.01713094674050808,0.023728348314762115,0.1030508279800415,372,,,,,,,
,8951,,,,,,,,372,0.22235657274723053,0.27103206515312195,0.06427134573459625,0.031442850828170776,0.015344381332397461,0.02290976792573929,0.10455949604511261
0.000373,8952,,,,,,,,,,,,,,,
,8975,0.21448159217834473,0.2619681656360626,0.06534381955862045,0.03388379514217377,0.01596013270318508,0.02222640998661518,0.1023106500506401,373,,,,,,,
,8975,,,,,,,,373,0.21559837460517883,0.26284879446029663,0.062292370945215225,0.03040280193090439,0.014930032193660736,0.02165924571454525,0.10128861665725708
0.000374,8976,,,,,,,,,,,,,,,
,8999,0.22370409965515137,0.26780736446380615,0.06690984964370728,0.03011440299451351,0.018440119922161102,0.02295692078769207,0.10498879849910736,374,,,,,,,
,8999,,,,,,,,374,0.21555115282535553,0.26497960090637207,0.06355444341897964,0.03149063512682915,0.01412163395434618,0.022223401814699173,0.10198681056499481
0.000375,9000,,,,,,,,,,,,,,,
,9023,0.21755065023899078,0.27863964438438416,0.07363945245742798,0.03119594044983387,0.0193970687687397,0.024710213765501976,0.1075221598148346,375,,,,,,,
,9023,,,,,,,,375,0.2198721170425415,0.27423232793807983,0.06467201560735703,0.03016204945743084,0.01665126346051693,0.021742256358265877,0.10455533862113953
0.00037600000000000003,9024,,,,,,,,,,,,,,,
,9047,0.21233397722244263,0.25968262553215027,0.06442057341337204,0.026249919086694717,0.016705209389328957,0.02087564393877983,0.10004465281963348,376,,,,,,,
,9047,,,,,,,,376,0.2096303105354309,0.25738000869750977,0.061228785663843155,0.028773993253707886,0.014589562080800533,0.01947316713631153,0.09851263463497162
0.000377,9048,,,,,,,,,,,,,,,
,9071,0.2177167534828186,0.27400997281074524,0.061819639056921005,0.02551785483956337,0.01486565824598074,0.01948259025812149,0.10223540663719177,377,,,,,,,
,9071,,,,,,,,377,0.21972383558750153,0.26577645540237427,0.06476395577192307,0.03021162562072277,0.016597909852862358,0.01998979225754738,0.10284393280744553
0.000378,9072,,,,,,,,,,,,,,,
,9095,0.20033514499664307,0.2554880380630493,0.0613398440182209,0.03251487389206886,0.01798512600362301,0.024263426661491394,0.09865441173315048,378,,,,,,,
,9095,,,,,,,,378,0.21608687937259674,0.26001036167144775,0.059274401515722275,0.02865706942975521,0.012813245877623558,0.01913396455347538,0.09932931512594223
0.000379,9096,,,,,,,,,,,,,,,
,9119,0.21761645376682281,0.26248490810394287,0.07049001008272171,0.03465805575251579,0.018036795780062675,0.023864539340138435,0.1045251339673996,379,,,,,,,
,9119,,,,,,,,379,0.2181364744901657,0.26392942667007446,0.06198460981249809,0.03032924234867096,0.015396006405353546,0.020338471978902817,0.10168571025133133
0.00038,9120,,,,,,,,,,,,,,,
,9143,0.20773404836654663,0.2642348110675812,0.06090633571147919,0.029372628778219223,0.01940985769033432,0.020554225891828537,0.10036866366863251,380,,,,,,,
,9143,,,,,,,,380,0.21952377259731293,0.2644222378730774,0.0648009181022644,0.02798975631594658,0.014821316115558147,0.019919173792004585,0.10191286355257034
0.000381,9144,,,,,,,,,,,,,,,
,9167,0.223232701420784,0.2706049680709839,0.07288341969251633,0.03593869134783745,0.0194876529276371,0.02656395733356476,0.10811856389045715,381,,,,,,,
,9167,,,,,,,,381,0.21616800129413605,0.26363125443458557,0.06070907786488533,0.02872796729207039,0.014733150601387024,0.01974312588572502,0.10061876475811005
0.000382,9168,,,,,,,,,,,,,,,
,9191,0.22238150238990784,0.28307998180389404,0.06279625743627548,0.02720305696129799,0.0166055578738451,0.021833084523677826,0.1056499108672142,382,,,,,,,
,9191,,,,,,,,382,0.22372660040855408,0.26792770624160767,0.06247831508517265,0.027191240340471268,0.014178973622620106,0.020571375265717506,0.10267903655767441
0.00038300000000000004,9192,,,,,,,,,,,,,,,
,9215,0.22659598290920258,0.2706073522567749,0.07171639055013657,0.03226275369524956,0.0179130956530571,0.025366755202412605,0.10741039365530014,383,,,,,,,
,9215,,,,,,,,383,0.21914422512054443,0.2655991017818451,0.06331909447908401,0.02870960533618927,0.014439576305449009,0.020271867513656616,0.1019139215350151
0.000384,9216,,,,,,,,,,,,,,,
,9239,0.23599845170974731,0.2837686538696289,0.07109234482049942,0.04154187813401222,0.02102717198431492,0.02923416905105114,0.11377711594104767,384,,,,,,,
,9239,,,,,,,,384,0.21642659604549408,0.26582589745521545,0.06226644292473793,0.029013007879257202,0.014597831293940544,0.020476046949625015,0.10143430531024933
0.00038500000000000003,9240,,,,,,,,,,,,,,,
,9263,0.21407441794872284,0.2625843584537506,0.056717608124017715,0.029443716630339622,0.013912318274378777,0.018796641379594803,0.09925484657287598,385,,,,,,,
,9263,,,,,,,,385,0.2184649556875229,0.2688354551792145,0.06301266700029373,0.029921187087893486,0.015677236020565033,0.021542858332395554,0.10290905088186264
0.000386,9264,,,,,,,,,,,,,,,
,9287,0.22543653845787048,0.27641457319259644,0.07230167090892792,0.03381145000457764,0.02495158277451992,0.024548616260290146,0.10957740992307663,386,,,,,,,
,9287,,,,,,,,386,0.22198109328746796,0.26725322008132935,0.0626956969499588,0.02779586985707283,0.020829997956752777,0.019708301872015,0.10337737202644348
0.00038700000000000003,9288,,,,,,,,,,,,,,,
,9311,0.2212420552968979,0.2722592353820801,0.06246020272374153,0.031512606889009476,0.01746613346040249,0.020608965307474136,0.10425820201635361,387,,,,,,,
,9311,,,,,,,,387,0.2128792107105255,0.2615797221660614,0.06256517767906189,0.028882721439003944,0.013801252469420433,0.019750375300645828,0.09990974515676498
0.000388,9312,,,,,,,,,,,,,,,
,9335,0.24090446531772614,0.2683121860027313,0.06639742851257324,0.032266709953546524,0.019304579123854637,0.024472735822200775,0.10860969871282578,388,,,,,,,
,9335,,,,,,,,388,0.2146984189748764,0.2696363627910614,0.06276482343673706,0.030168304219841957,0.016076523810625076,0.021967392414808273,0.10255196690559387
0.000389,9336,,,,,,,,,,,,,,,
,9359,0.236033096909523,0.2914224863052368,0.06925872713327408,0.03511269763112068,0.01980794407427311,0.027369145303964615,0.11316734552383423,389,,,,,,,
,9359,,,,,,,,389,0.21922548115253448,0.2697264850139618,0.0633358284831047,0.030199367552995682,0.014570257626473904,0.020497461780905724,0.10292582213878632
0.00039000000000000005,9360,,,,,,,,,,,,,,,
,9383,0.21606464684009552,0.267679899930954,0.06281309574842453,0.030583761632442474,0.016840269789099693,0.024970946833491325,0.10315876454114914,390,,,,,,,
,9383,,,,,,,,390,0.21676363050937653,0.25817370414733887,0.06287524849176407,0.031132826581597328,0.016329405829310417,0.020738955587148666,0.1010022982954979
0.000391,9384,,,,,,,,,,,,,,,
,9407,0.2289561778306961,0.2899463176727295,0.0699315220117569,0.03261183947324753,0.0163318682461977,0.02168697863817215,0.10991078615188599,391,,,,,,,
,9407,,,,,,,,391,0.21204788982868195,0.2625250220298767,0.0610005222260952,0.028722694143652916,0.014282521791756153,0.02007834054529667,0.09977616369724274
0.00039200000000000004,9408,,,,,,,,,,,,,,,
,9431,0.19760292768478394,0.2508551776409149,0.0562649630010128,0.024389872327446938,0.017191464081406593,0.02099662832915783,0.09455017745494843,392,,,,,,,
,9431,,,,,,,,392,0.2158421128988266,0.2702878415584564,0.0618656687438488,0.02966407872736454,0.015230650082230568,0.021418388932943344,0.1023847907781601
0.000393,9432,,,,,,,,,,,,,,,
,9455,0.21186800301074982,0.25976666808128357,0.06946294009685516,0.03631026670336723,0.020214088261127472,0.025739489123225212,0.10389357805252075,393,,,,,,,
,9455,,,,,,,,393,0.21147683262825012,0.2604941427707672,0.0625346228480339,0.030580507591366768,0.016019806265830994,0.021330179646611214,0.10040602087974548
0.00039400000000000004,9456,,,,,,,,,,,,,,,
,9479,0.21090303361415863,0.2669391632080078,0.07065746933221817,0.03850513696670532,0.022588441148400307,0.02934371307492256,0.10648950189352036,394,,,,,,,
,9479,,,,,,,,394,0.2147856503725052,0.2632945775985718,0.0638098493218422,0.03109510987997055,0.014645424671471119,0.021372511982917786,0.10150051862001419
0.000395,9480,,,,,,,,,,,,,,,
,9503,0.2265644669532776,0.2689707577228546,0.06867790222167969,0.03308520466089249,0.0194254107773304,0.024319320917129517,0.10684051364660263,395,,,,,,,
,9503,,,,,,,,395,0.22509919106960297,0.2725057899951935,0.06759799271821976,0.03251958265900612,0.019626067951321602,0.022337766364216805,0.10661440342664719
0.00039600000000000003,9504,,,,,,,,,,,,,,,
,9527,0.24199211597442627,0.2686972916126251,0.06655693799257278,0.03364952653646469,0.018317783251404762,0.023631924763321877,0.10880760848522186,396,,,,,,,
,9527,,,,,,,,396,0.21599380671977997,0.2715874910354614,0.06654766201972961,0.03342051059007645,0.017402352765202522,0.022644121199846268,0.10459933429956436
0.00039700000000000005,9528,,,,,,,,,,,,,,,
,9551,0.2192261815071106,0.27879244089126587,0.05483761057257652,0.025287417694926262,0.014829035848379135,0.02211485058069229,0.1025145947933197,397,,,,,,,
,9551,,,,,,,,397,0.21603532135486603,0.26682496070861816,0.062339648604393005,0.028230903670191765,0.013667578808963299,0.01938045211136341,0.10107981413602829
0.000398,9552,,,,,,,,,,,,,,,
,9575,0.21707504987716675,0.2742172181606293,0.06410160660743713,0.030434247106313705,0.01854938082396984,0.024536363780498505,0.10481898486614227,398,,,,,,,
,9575,,,,,,,,398,0.2185690999031067,0.27332860231399536,0.06200549378991127,0.02903994917869568,0.014374134130775928,0.02099734917283058,0.10305244475603104
0.00039900000000000005,9576,,,,,,,,,,,,,,,
,9599,0.21102438867092133,0.27156439423561096,0.06991551071405411,0.030135435983538628,0.016681073233485222,0.02166367881000042,0.10349740833044052,399,,,,,,,
,9599,,,,,,,,399,0.21380604803562164,0.2623559236526489,0.06007742881774902,0.02726859226822853,0.013518690131604671,0.019240571185946465,0.09937787801027298
0.0004,9600,,,,,,,,,,,,,,,
,9623,0.23530209064483643,0.2846689820289612,0.08168801665306091,0.0391034260392189,0.025339044630527496,0.03147076815366745,0.11626206338405609,400,,,,,,,
,9623,,,,,,,,400,0.22019676864147186,0.2654920816421509,0.06203819066286087,0.031869545578956604,0.014078258536756039,0.01876838691532612,0.10207388550043106
0.00040100000000000004,9624,,,,,,,,,,,,,,,
,9647,0.22367455065250397,0.26738643646240234,0.06436105817556381,0.03282303363084793,0.019718898460268974,0.027412446215748787,0.10589607805013657,401,,,,,,,
,9647,,,,,,,,401,0.21541188657283783,0.26341578364372253,0.06402284651994705,0.02796856500208378,0.0159186739474535,0.0201798714697361,0.1011529341340065
0.000402,9648,,,,,,,,,,,,,,,
,9671,0.2067287713289261,0.27234774827957153,0.07210184633731842,0.03531955927610397,0.021582551300525665,0.030916407704353333,0.10649947822093964,402,,,,,,,
,9671,,,,,,,,402,0.21977080404758453,0.26212477684020996,0.06305946409702301,0.029108954593539238,0.014516470022499561,0.023333581164479256,0.10198567062616348
0.00040300000000000004,9672,,,,,,,,,,,,,,,
,9695,0.228769913315773,0.27578791975975037,0.07615017890930176,0.03758552670478821,0.017306063324213028,0.027906281873583794,0.1105843186378479,403,,,,,,,
,9695,,,,,,,,403,0.22841684520244598,0.2733762264251709,0.06693832576274872,0.032135672867298126,0.015274041332304478,0.022313842549920082,0.10640916228294373
0.000404,9696,,,,,,,,,,,,,,,
,9719,0.2279844880104065,0.26726865768432617,0.07224314659833908,0.04190986603498459,0.02473492920398712,0.028169941157102585,0.11038517206907272,404,,,,,,,
,9719,,,,,,,,404,0.22060376405715942,0.25959470868110657,0.06362228840589523,0.02773960307240486,0.013424797914922237,0.019230028614401817,0.10070252418518066
0.00040500000000000003,9720,,,,,,,,,,,,,,,
,9743,0.24789565801620483,0.3028533160686493,0.06922328472137451,0.03843120113015175,0.017671756446361542,0.024534814059734344,0.11676834523677826,405,,,,,,,
,9743,,,,,,,,405,0.2170412242412567,0.2623603641986847,0.06473614275455475,0.02900124527513981,0.014490967616438866,0.020218458026647568,0.10130807012319565
0.00040600000000000006,9744,,,,,,,,,,,,,,,
,9767,0.2111126184463501,0.26335978507995605,0.06310145556926727,0.030313830822706223,0.01597832888364792,0.02235209010541439,0.10103635489940643,406,,,,,,,
,9767,,,,,,,,406,0.21636202931404114,0.26678764820098877,0.0642857551574707,0.03091021627187729,0.01554722897708416,0.022665049880743027,0.10275965183973312
0.00040699999999999997,9768,,,,,,,,,,,,,,,
,9791,0.23751747608184814,0.2762589454650879,0.06709818542003632,0.03719891607761383,0.017907416447997093,0.024031193926930428,0.11000202596187592,407,,,,,,,
,9791,,,,,,,,407,0.21348048746585846,0.25814077258110046,0.06305506825447083,0.02942272089421749,0.01443904172629118,0.021108826622366905,0.09994115680456161
0.000408,9792,,,,,,,,,,,,,,,
,9815,0.23822517693042755,0.28121113777160645,0.07728114724159241,0.038982752710580826,0.019810209050774574,0.025922410190105438,0.1135721430182457,408,,,,,,,
,9815,,,,,,,,408,0.2174236923456192,0.2639757990837097,0.059163596481084824,0.02973429672420025,0.01461486890912056,0.019639786332845688,0.10075868666172028
0.00040899999999999997,9816,,,,,,,,,,,,,,,
,9839,0.2132360339164734,0.2586391270160675,0.06291406601667404,0.03369799628853798,0.01976853236556053,0.024398792535066605,0.10210909694433212,409,,,,,,,
,9839,,,,,,,,409,0.21960441768169403,0.2690395414829254,0.06254425644874573,0.028796594589948654,0.014497688040137291,0.021078215911984444,0.10259345918893814
0.00041,9840,,,,,,,,,,,,,,,
,9863,0.24088259041309357,0.2942196726799011,0.07898318022489548,0.04203556850552559,0.023207321763038635,0.031096437945961952,0.11840413510799408,410,,,,,,,
,9863,,,,,,,,410,0.2217497080564499,0.26287487149238586,0.06336160004138947,0.0302723478525877,0.016447069123387337,0.021963439881801605,0.10277818143367767
0.00041099999999999996,9864,,,,,,,,,,,,,,,
,9887,0.23235221207141876,0.2738790512084961,0.06815599650144577,0.036293067038059235,0.01970980502665043,0.025016842409968376,0.10923449695110321,411,,,,,,,
,9887,,,,,,,,411,0.21403135359287262,0.26232075691223145,0.05939547345042229,0.027310097590088844,0.014880991540849209,0.019741753116250038,0.09961340576410294
0.000412,9888,,,,,,,,,,,,,,,
,9911,0.21972957253456116,0.26106491684913635,0.05967613309621811,0.03279843553900719,0.016424747183918953,0.019635716453194618,0.10155492275953293,412,,,,,,,
,9911,,,,,,,,412,0.21078874170780182,0.25798970460891724,0.06118202582001686,0.028502007946372032,0.013513450510799885,0.019982585683465004,0.09865976125001907
0.000413,9912,,,,,,,,,,,,,,,
,9935,0.20870649814605713,0.256360799074173,0.06230714172124863,0.03301806375384331,0.01857413724064827,0.02410118281841278,0.10051129758358002,413,,,,,,,
,9935,,,,,,,,413,0.2192148119211197,0.26569926738739014,0.06598490476608276,0.03149831295013428,0.016212569549679756,0.021905286237597466,0.10341919213533401
0.000414,9936,,,,,,,,,,,,,,,
,9959,0.22095055878162384,0.27507704496383667,0.06313204765319824,0.034096743911504745,0.01941537670791149,0.026506101712584496,0.10652965307235718,414,,,,,,,
,9959,,,,,,,,414,0.21453692018985748,0.262352854013443,0.06245125085115433,0.029942711815238,0.014722511172294617,0.023635447025299072,0.10127361863851547
0.000415,9960,,,,,,,,,,,,,,,
,9983,0.22068363428115845,0.2733953595161438,0.0672159418463707,0.030619341880083084,0.019744403660297394,0.02320863865315914,0.1058112233877182,415,,,,,,,
,9983,,,,,,,,415,0.21631136536598206,0.26603811979293823,0.06356242299079895,0.030639024451375008,0.016164416447281837,0.021995937451720238,0.1024518832564354
0.000416,9984,,,,,,,,,,,,,,,
,10007,0.22993233799934387,0.2930668592453003,0.06614281237125397,0.03380253165960312,0.019827770069241524,0.023898662999272346,0.1111118346452713,416,,,,,,,
,10007,,,,,,,,416,0.21286334097385406,0.25663918256759644,0.06351186335086823,0.029137594625353813,0.015950297936797142,0.021422339603304863,0.09992076456546783
0.000417,10008,,,,,,,,,,,,,,,
,10031,0.2312535047531128,0.2869586944580078,0.07117500901222229,0.03396771103143692,0.019685756415128708,0.02440301701426506,0.11124061048030853,417,,,,,,,
,10031,,,,,,,,417,0.21765173971652985,0.26664870977401733,0.06166617572307587,0.029728252440690994,0.016898060217499733,0.019664956256747246,0.10204298794269562
0.00041799999999999997,10032,,,,,,,,,,,,,,,
,10055,0.2093263417482376,0.2685748040676117,0.07812164723873138,0.034050825983285904,0.01845497265458107,0.02441299334168434,0.10549026727676392,418,,,,,,,
,10055,,,,,,,,418,0.21677164733409882,0.2680589556694031,0.06149696931242943,0.029834620654582977,0.01647433079779148,0.022264229133725166,0.10248346626758575
0.000419,10056,,,,,,,,,,,,,,,
,10079,0.2128904163837433,0.2641003727912903,0.0578119233250618,0.032658059149980545,0.016664303839206696,0.022307047620415688,0.10107201337814331,419,,,,,,,
,10079,,,,,,,,419,0.21028631925582886,0.2594011723995209,0.061788514256477356,0.029680250212550163,0.015115072019398212,0.02095460146665573,0.09953766316175461
0.00042,10080,,,,,,,,,,,,,,,
,10103,0.2322971075773239,0.2837209403514862,0.07745227962732315,0.034056540578603745,0.020386114716529846,0.025879504159092903,0.11229874938726425,420,,,,,,,
,10103,,,,,,,,420,0.2156279981136322,0.26138150691986084,0.06387865543365479,0.030708888545632362,0.01502932794392109,0.021180730313062668,0.10130118578672409
0.000421,10104,,,,,,,,,,,,,,,
,10127,0.22151410579681396,0.26939401030540466,0.06886860728263855,0.034657541662454605,0.01997123844921589,0.02532362751662731,0.10662152618169785,421,,,,,,,
,10127,,,,,,,,421,0.2095872461795807,0.2575879693031311,0.06177068501710892,0.027235185727477074,0.014433195814490318,0.020657548680901527,0.09854531288146973
0.000422,10128,,,,,,,,,,,,,,,
,10151,0.2152593731880188,0.27027830481529236,0.06694856286048889,0.03021092526614666,0.017537269741296768,0.027182521298527718,0.10456949472427368,422,,,,,,,
,10151,,,,,,,,422,0.21682804822921753,0.2633763253688812,0.06410225480794907,0.03045896254479885,0.014572902582585812,0.021086355671286583,0.10173747688531876
0.000423,10152,,,,,,,,,,,,,,,
,10175,0.22359010577201843,0.26752519607543945,0.06636068224906921,0.036127667874097824,0.022550202906131744,0.027806293219327927,0.1073266863822937,423,,,,,,,
,10175,,,,,,,,423,0.21256138384342194,0.26411205530166626,0.06484755873680115,0.032905831933021545,0.01623869687318802,0.02197795733809471,0.10210724174976349
0.000424,10176,,,,,,,,,,,,,,,
,10199,0.22517263889312744,0.2664111852645874,0.06936857849359512,0.03758963942527771,0.020593712106347084,0.02545979432761669,0.10743259638547897,424,,,,,,,
,10199,,,,,,,,424,0.21673934161663055,0.2648760974407196,0.06627698242664337,0.030780604109168053,0.015155899338424206,0.021050505340099335,0.10247990489006042
0.000425,10200,,,,,,,,,,,,,,,
,10223,0.22807161509990692,0.28470611572265625,0.06424102187156677,0.03183789178729057,0.0166369266808033,0.020691437646746635,0.1076975017786026,425,,,,,,,
,10223,,,,,,,,425,0.21995726227760315,0.26546117663383484,0.06123729050159454,0.029801856726408005,0.013796931132674217,0.018862266093492508,0.10151945054531097
0.000426,10224,,,,,,,,,,,,,,,
,10247,0.21737578511238098,0.26521363854408264,0.06740116328001022,0.035105329006910324,0.01976059004664421,0.028004785999655724,0.10547687858343124,426,,,,,,,
,10247,,,,,,,,426,0.21764466166496277,0.2601848840713501,0.0619397796690464,0.028068842366337776,0.015405061654746532,0.022532710805535316,0.10096266120672226
0.000427,10248,,,,,,,,,,,,,,,
,10271,0.21599118411540985,0.27035921812057495,0.0735708698630333,0.03441789746284485,0.021641533821821213,0.02775486931204796,0.10728926956653595,427,,,,,,,
,10271,,,,,,,,427,0.22153005003929138,0.26712021231651306,0.06530670821666718,0.032221343368291855,0.016050228849053383,0.024250414222478867,0.10441315174102783
0.000428,10272,,,,,,,,,,,,,,,
,10295,0.20744909346103668,0.25206616520881653,0.05921617150306702,0.028905386105179787,0.017244605347514153,0.021924292668700218,0.09780095517635345,428,,,,,,,
,10295,,,,,,,,428,0.2138221263885498,0.2612532675266266,0.06475496292114258,0.03277772665023804,0.014860397204756737,0.022801779210567474,0.101711705327034
0.000429,10296,,,,,,,,,,,,,,,
,10319,0.21431584656238556,0.26594078540802,0.06267838925123215,0.03159003704786301,0.016594724729657173,0.02320154197514057,0.10238689184188843,429,,,,,,,
,10319,,,,,,,,429,0.21587592363357544,0.26279258728027344,0.06314156949520111,0.029041791334748268,0.01496065966784954,0.023793742060661316,0.10160104185342789
0.00043,10320,,,,,,,,,,,,,,,
,10343,0.21398425102233887,0.2731502652168274,0.06271741539239883,0.029734458774328232,0.015655936673283577,0.022112788632512093,0.10289251804351807,430,,,,,,,
,10343,,,,,,,,430,0.21185657382011414,0.2579794228076935,0.061836127191782,0.027654871344566345,0.013903027400374413,0.01942732185125351,0.09877622127532959
0.000431,10344,,,,,,,,,,,,,,,
,10367,0.21983565390110016,0.27543216943740845,0.06394223123788834,0.0320318378508091,0.019459469243884087,0.022923097014427185,0.10560408234596252,431,,,,,,,
,10367,,,,,,,,431,0.2142014503479004,0.2635498642921448,0.06163441389799118,0.02876492589712143,0.013895826414227486,0.022161340340971947,0.10070130228996277
0.000432,10368,,,,,,,,,,,,,,,
,10391,0.22951103746891022,0.26218172907829285,0.06970454007387161,0.03443850204348564,0.01690967008471489,0.019584789872169495,0.10538838803768158,432,,,,,,,
,10391,,,,,,,,432,0.21691252291202545,0.26152145862579346,0.06569414585828781,0.029971398413181305,0.014519366435706615,0.022466713562607765,0.10184759646654129
0.000433,10392,,,,,,,,,,,,,,,
,10415,0.21961234509944916,0.2670476734638214,0.06761090457439423,0.03533123433589935,0.019656024873256683,0.02427815832197666,0.10558938980102539,433,,,,,,,
,10415,,,,,,,,433,0.21738310158252716,0.26430872082710266,0.06459297239780426,0.02910996414721012,0.015230942517518997,0.02216816507279873,0.10213231295347214
0.00043400000000000003,10416,,,,,,,,,,,,,,,
,10439,0.24731197953224182,0.29300248622894287,0.07436218857765198,0.042148180305957794,0.022985903546214104,0.03141023963689804,0.11853682994842529,434,,,,,,,
,10439,,,,,,,,434,0.21108759939670563,0.2630664110183716,0.06123049557209015,0.02990778721868992,0.01450168713927269,0.019226189702749252,0.09983669966459274
0.000435,10440,,,,,,,,,,,,,,,
,10463,0.21485058963298798,0.2868095636367798,0.06448421627283096,0.030999450013041496,0.018271537497639656,0.024417772889137268,0.1066388487815857,435,,,,,,,
,10463,,,,,,,,435,0.21892023086547852,0.26513153314590454,0.0618746392428875,0.02831205725669861,0.013719357550144196,0.021321307867765427,0.1015465259552002
0.000436,10464,,,,,,,,,,,,,,,
,10487,0.2277785986661911,0.27256500720977783,0.07689335942268372,0.03456974774599075,0.019089896231889725,0.025846032425761223,0.1094571053981781,436,,,,,,,
,10487,,,,,,,,436,0.2202899307012558,0.26426368951797485,0.06300774961709976,0.02903301641345024,0.01368127390742302,0.020990995690226555,0.10187777131795883
0.000437,10488,,,,,,,,,,,,,,,
,10511,0.2363506406545639,0.27666378021240234,0.06875979900360107,0.0397622250020504,0.020852727815508842,0.027066219598054886,0.1115759015083313,437,,,,,,,
,10511,,,,,,,,437,0.21667714416980743,0.26787659525871277,0.06675750017166138,0.03220759704709053,0.015645576640963554,0.024281660094857216,0.10390768945217133
0.000438,10512,,,,,,,,,,,,,,,
,10535,0.2263229936361313,0.2702166438102722,0.07592634856700897,0.04007592424750328,0.023218773305416107,0.02822362445294857,0.11066405475139618,438,,,,,,,
,10535,,,,,,,,438,0.21501557528972626,0.2650195360183716,0.062106743454933167,0.0300831887871027,0.01807384192943573,0.020754961296916008,0.10184229910373688
0.000439,10536,,,,,,,,,,,,,,,
